song_base,artist_canon,artist_key,date,year,genius_id,genius_url,genius_path,genius_primary_artist,genius_full_title,title_has_spanish_char,title_has_spanish_word,genius_has_spanish_translation_hint,artist_name_has_spanish_char,artist_name_has_spanish_word,match_score_num,match_score_pass,genius_pageviews_num,genius_pageviews_log1p,genius_annotation_count_num,genius_annotation_count_log1p
same love,macklemore and ryan lewis featuring mary lambert,macklemore and ryan lewis featuring mary lambert,2013-07-06,2013,,0.0,,,,0,0,0,0,1,,0,,,,
here's to never growing up,avril lavigne,avril lavigne,2013-07-06,2013,138525.0,0.9873417721518988,https://genius.com/Avril-lavigne-heres-to-never-growing-up-lyrics,Here's to Never Growing Up by Avril Lavigne,/Avril-lavigne-heres-to-never-growing-up-lyrics,0,0,0,0,1,,0,,,,
crash my party,luke bryan,luke bryan,2013-07-06,2013,154244.0,1.0,https://genius.com/Luke-bryan-crash-my-party-lyrics,Crash My Party by Luke Bryan,/Luke-bryan-crash-my-party-lyrics,0,0,0,0,1,,0,,,,
feel this moment,pitbull featuring christina aguilera,pitbull featuring christina aguilera,2013-07-06,2013,115843.0,0.6233766233766234,https://genius.com/Pitbull-feel-this-moment-lyrics,Feel This Moment by Pitbull (Ft. Christina Aguilera),/Pitbull-feel-this-moment-lyrics,0,0,0,0,1,,0,,,,
counting stars,onerepublic,onerepublic,2013-07-06,2013,145495.0,https://genius.com/Onerepublic-counting-stars-lyrics,/Onerepublic-counting-stars-lyrics,OneRepublic,Counting Stars by OneRepublic,0,0,0,0,1,1.0,1,3046349.0,14.929454710629365,13.0,2.6390573296152584
u o e n o,rocko featuring future and rick ross,rocko featuring future and rick ross,2013-07-06,2013,,0.0,,,,0,0,0,0,1,,0,,,,
heart attack,demi lovato,demi lovato,2013-07-06,2013,122475.0,1.0,https://genius.com/Demi-lovato-heart-attack-lyrics,Heart Attack by Demi Lovato,/Demi-lovato-heart-attack-lyrics,0,0,0,0,1,,0,,,,
highway don't care,tim mcgraw with taylor swift,tim mcgraw with taylor swift,2013-07-06,2013,,0.0,,,,0,0,0,0,1,,0,,,,
gone gone gone,phillip phillips,phillip phillips,2013-07-06,2013,156344.0,1.0,https://genius.com/Phillip-phillips-gone-gone-gone-lyrics,"Gone, Gone, Gone by Phillip Phillips",/Phillip-phillips-gone-gone-gone-lyrics,0,0,0,0,1,,0,,,,
no new friends,"dj khaled featuring drake, rick ross and lil wayne","dj khaled featuring drake, rick ross and lil wayne",2013-07-06,2013,2237582.0,0.75,https://genius.com/No-new-friends-no-new-friends-tribute-to-dj-khaled-drake-rick-ross-and-lil-wayne-lyrics,No New Friends - Tribute to DJ Khaled Drake Rick Ross and Lil Wayne by No New Friends,/No-new-friends-no-new-friends-tribute-to-dj-khaled-drake-rick-ross-and-lil-wayne-lyrics,0,1,0,0,1,,0,,,,
body party,ciara,ciara,2013-07-06,2013,124045.0,1.0,https://genius.com/Ciara-body-party-lyrics,Body Party by Ciara,/Ciara-body-party-lyrics,0,0,0,0,1,,0,,,,
sail,awolnation,awolnation,2013-07-06,2013,64894.0,1.0,https://genius.com/Awolnation-sail-lyrics,Sail by AWOLNATION,/Awolnation-sail-lyrics,0,0,0,0,1,,0,,,,
rich as f k,lil wayne featuring 2 chainz,lil wayne featuring 2 chainz,2013-07-06,2013,1857786.0,0.6557377049180327,https://genius.com/2-chainz-rich-as-fck-lyrics,Rich As F#ck by 2 Chainz (Ft. Lil Wayne),/2-chainz-rich-as-fck-lyrics,0,0,0,0,1,,0,,,,
22,taylor swift,taylor swift,2013-07-06,2013,102705.0,1.0,https://genius.com/Taylor-swift-22-lyrics,22 by Taylor Swift,/Taylor-swift-22-lyrics,0,0,0,0,1,,0,,,,
bitch don't kill my vibe,kendrick lamar,kendrick lamar,2013-07-06,2013,90473.0,0.987012987012987,https://genius.com/Kendrick-lamar-bitch-dont-kill-my-vibe-lyrics,"Bitch, Don't Kill My Vibe by Kendrick Lamar",/Kendrick-lamar-bitch-dont-kill-my-vibe-lyrics,0,0,0,0,1,,0,,,,
safe and sound,capital cities,capital cities,2013-07-06,2013,156070.0,1.0,https://genius.com/Capital-cities-safe-and-sound-lyrics,Safe and Sound by Capital Cities,/Capital-cities-safe-and-sound-lyrics,0,0,0,0,1,,0,,,,
runnin' outta moonlight,randy houser,randy houser,2013-07-06,2013,156358.0,1.0,https://genius.com/Randy-houser-runnin-outta-moonlight-lyrics,Runnin' Outta Moonlight by Randy Houser,/Randy-houser-runnin-outta-moonlight-lyrics,0,0,0,0,1,,0,,,,
started from the bottom,drake,drake,2013-07-06,2013,113898.0,1.0,https://genius.com/Drake-started-from-the-bottom-lyrics,Started from the Bottom by Drake,/Drake-started-from-the-bottom-lyrics,0,1,0,0,1,,0,,,,
ho hey,the lumineers,lumineers,2013-07-06,2013,92021.0,1.0,https://genius.com/The-lumineers-ho-hey-lyrics,Ho Hey by ​The Lumineers,/The-lumineers-ho-hey-lyrics,0,0,0,0,1,,0,,,,
anywhere with you,jake owen,jake owen,2013-07-06,2013,156350.0,1.0,https://genius.com/Jake-owen-anywhere-with-you-lyrics,Anywhere With You by Jake Owen,/Jake-owen-anywhere-with-you-lyrics,0,0,0,0,1,,0,,,,
suit and tie,justin timberlake featuring jay z,justin timberlake featuring jay z,2013-07-06,2013,109287.0,0.7222222222222222,https://genius.com/Justin-timberlake-suit-and-tie-lyrics,Suit & Tie by Justin Timberlake (Ft. JAY-Z),/Justin-timberlake-suit-and-tie-lyrics,0,0,0,0,1,,0,,,,
i knew you were trouble,taylor swift,taylor swift,2013-07-06,2013,92224.0,1.0,https://genius.com/Taylor-swift-i-knew-you-were-trouble-lyrics,I Knew You Were Trouble. by Taylor Swift,/Taylor-swift-i-knew-you-were-trouble-lyrics,0,0,0,0,1,,0,,,,
beat this summer,brad paisley,brad paisley,2013-07-06,2013,127844.0,1.0,https://genius.com/Brad-paisley-beat-this-summer-lyrics,Beat This Summer by Brad Paisley,/Brad-paisley-beat-this-summer-lyrics,0,0,0,0,1,,0,,,,
next to me,emeli sande,emeli sande,2013-07-06,2013,121627.0,1.0,https://genius.com/Emeli-sande-next-to-me-lyrics,Next to Me by Emeli Sandé,/Emeli-sande-next-to-me-lyrics,0,0,0,1,1,,0,,,,
see you again,carrie underwood,carrie underwood,2013-07-06,2013,110416.0,1.0,https://genius.com/Carrie-underwood-see-you-again-lyrics,See You Again by Carrie Underwood,/Carrie-underwood-see-you-again-lyrics,0,0,0,0,1,,0,,,,
lego house,ed sheeran,ed sheeran,2013-07-06,2013,71784.0,1.0,https://genius.com/Ed-sheeran-lego-house-lyrics,Lego House by Ed Sheeran,/Ed-sheeran-lego-house-lyrics,0,0,0,0,1,,0,,,,
don't ya,brett eldredge,brett eldredge,2013-07-06,2013,334790.0,0.9777777777777777,https://genius.com/Brett-eldredge-dont-ya-lyrics,Don't Ya by Brett Eldredge,/Brett-eldredge-dont-ya-lyrics,0,0,0,0,1,,0,,,,
done,the band perry,band perry,2013-07-06,2013,156345.0,1.0,https://genius.com/The-band-perry-done-lyrics,DONE. by The Band Perry,/The-band-perry-done-lyrics,0,0,0,0,1,,0,,,,
new slaves,kanye west,kanye west,2013-07-06,2013,152640.0,1.0,https://genius.com/Kanye-west-new-slaves-lyrics,New Slaves by Kanye West,/Kanye-west-new-slaves-lyrics,0,0,0,0,1,,0,,,,
tapout,"rich gang featuring lil wayne, birdman, future, mack maine, nicki minaj","rich gang featuring lil wayne, birdman, future, mack maine, nicki minaj",2013-07-06,2013,,0.0,,,,0,0,0,0,1,,0,,,,
beat it,sean kingston featuring chris brown and wiz khalifa,sean kingston featuring chris brown and wiz khalifa,2013-07-06,2013,,0.0,,,,0,0,0,0,1,,0,,,,
crazy kids,ke$ha featuring will.i.am or juicy j,ke$ha featuring will.i.am or juicy j,2013-07-06,2013,,0.0,,,,0,0,0,0,1,,0,,,,
hey pretty girl,kip moore,kip moore,2013-07-06,2013,156353.0,1.0,https://genius.com/Kip-moore-hey-pretty-girl-lyrics,Hey Pretty Girl by Kip Moore,/Kip-moore-hey-pretty-girl-lyrics,0,0,0,0,1,,0,,,,
thatpower,will.i.am featuring justin bieber,will.i.am featuring justin bieber,2013-07-06,2013,534472.0,0.6666666666666666,https://genius.com/Rap-critic-rap-critic-reviews-thatpower-by-william-feat-justin-bieber-annotated,"Rap Critic Reviews: ""#thatPower"" by Will.i.am feat. Justin Bieber by Rap Critic",/Rap-critic-rap-critic-reviews-thatpower-by-william-feat-justin-bieber-annotated,0,0,0,0,1,,0,,,,
fine china,chris brown,chris brown,2013-07-06,2013,135408.0,1.0,https://genius.com/Chris-brown-fine-china-lyrics,Fine China by Chris Brown,/Chris-brown-fine-china-lyrics,0,0,0,0,1,,0,,,,
redneck crazy,tyler farr,tyler farr,2013-07-06,2013,326483.0,1.0,https://genius.com/Tyler-farr-redneck-crazy-lyrics,Redneck Crazy by Tyler Farr,/Tyler-farr-redneck-crazy-lyrics,0,0,0,0,1,,0,,,,
harlem shake,baauer,baauer,2013-07-06,2013,118464.0,1.0,https://genius.com/Baauer-harlem-shake-lyrics,Harlem Shake by Baauer,/Baauer-harlem-shake-lyrics,0,0,0,0,1,,0,,,,
jump right in,zac brown band,zac brown band,2013-07-06,2013,156362.0,1.0,https://genius.com/Zac-brown-band-jump-right-in-lyrics,Jump Right In by Zac Brown Band,/Zac-brown-band-jump-right-in-lyrics,0,0,0,0,1,,0,,,,
all over the road,easton corbin,easton corbin,2013-07-06,2013,124737.0,1.0,https://genius.com/Easton-corbin-all-over-the-road-lyrics,All Over The Road by Easton Corbin,/Easton-corbin-all-over-the-road-lyrics,0,0,0,0,1,,0,,,,
demons,imagine dragons,imagine dragons,2013-07-06,2013,109206.0,https://genius.com/Imagine-dragons-demons-lyrics,/Imagine-dragons-demons-lyrics,Imagine Dragons,Demons by Imagine Dragons,0,0,0,0,1,1.0,1,2243536.0,14.623564196350436,13.0,2.6390573296152584
little bit of everything,keith urban,keith urban,2013-07-06,2013,156367.0,1.0,https://genius.com/Keith-urban-little-bit-of-everything-lyrics,Little Bit of Everything by Keith Urban,/Keith-urban-little-bit-of-everything-lyrics,0,0,0,0,1,,0,,,,
black skinhead,kanye west,kanye west,2013-07-06,2013,152933.0,1.0,https://genius.com/Kanye-west-black-skinhead-lyrics,Black Skinhead by Kanye West,/Kanye-west-black-skinhead-lyrics,0,0,0,0,1,,0,,,,
we still in this b,b.o.b featuring t.i. and juicy j,b.o.b featuring t.i. and juicy j,2013-07-06,2013,96617.0,0.6153846153846154,https://genius.com/Bob-we-still-in-this-bitch-lyrics,We Still In This Bitch by B.o.B (Ft. Juicy J & T.I.),/Bob-we-still-in-this-bitch-lyrics,0,0,0,0,1,,0,,,,
we own it,2 chainz and wiz khalifa,2 chainz and wiz khalifa,2013-07-06,2013,,0.0,,,,0,0,0,0,1,,0,,,,
bugatti,ace hood featuring future and rick ross,ace hood featuring future and rick ross,2013-07-06,2013,,0.0,,,,0,0,0,0,1,,0,,,,
people like us,kelly clarkson,kelly clarkson,2013-07-06,2013,199385.0,1.0,https://genius.com/Kelly-clarkson-people-like-us-lyrics,People Like Us by Kelly Clarkson,/Kelly-clarkson-people-like-us-lyrics,0,0,0,0,1,,0,,,,
crooked smile,j. cole featuring tlc,j. cole featuring tlc,2013-07-06,2013,93987.0,0.7407407407407407,https://genius.com/J-cole-crooked-smile-lyrics,Crooked Smile by J. Cole (Ft. TLC),/J-cole-crooked-smile-lyrics,0,1,0,0,1,,0,,,,
born to fly,danielle bradbery,danielle bradbery,2013-07-06,2013,1346814.0,1.0,https://genius.com/Danielle-bradbery-born-to-fly-lyrics,Born To Fly by Danielle Bradbery,/Danielle-bradbery-born-to-fly-lyrics,0,0,0,0,1,,0,,,,
round here,florida georgia line,florida georgia line,2013-07-06,2013,179218.0,1.0,https://genius.com/Florida-georgia-line-round-here-lyrics,Round Here by Florida Georgia Line,/Florida-georgia-line-round-here-lyrics,0,0,0,0,1,,0,,,,
paper doll,john mayer,john mayer,2013-07-06,2013,174232.0,1.0,https://genius.com/John-mayer-paper-doll-lyrics,Paper Doll by John Mayer,/John-mayer-paper-doll-lyrics,0,0,0,0,1,,0,,,,
danny's song,the swon brothers,swon brothers,2013-07-06,2013,1583760.0,0.7160493827160493,https://genius.com/The-swon-brothers-dannys-song-the-voice-performance-lyrics,Danny's Song (The Voice Performance) by The Swon Brothers,/The-swon-brothers-dannys-song-the-voice-performance-lyrics,0,0,0,0,1,,0,,,,
gentleman,psy,psy,2013-07-06,2013,5727047.0,1.0,https://genius.com/Psy-gentleman-lyrics,Gentleman by PSY,/Psy-gentleman-lyrics,0,0,0,0,1,,0,,,,
downtown,lady antebellum,lady antebellum,2013-07-06,2013,154246.0,0.7692307692307693,https://genius.com/Lady-a-downtown-lyrics,Downtown by Lady A,/Lady-a-downtown-lyrics,0,0,0,0,1,,0,,,,
more than miles,brantley gilbert,brantley gilbert,2013-07-06,2013,156360.0,1.0,https://genius.com/Brantley-gilbert-more-than-miles-lyrics,More Than Miles by Brantley Gilbert,/Brantley-gilbert-more-than-miles-lyrics,0,1,0,0,1,,0,,,,
alive,krewella,krewella,2013-07-06,2013,144924.0,1.0,https://genius.com/Krewella-alive-lyrics,Alive by Krewella,/Krewella-alive-lyrics,0,0,0,0,1,,0,,,,
hey girl,billy currington,billy currington,2013-07-06,2013,446398.0,1.0,https://genius.com/Billy-currington-hey-girl-lyrics,Hey Girl by Billy Currington,/Billy-currington-hey-girl-lyrics,0,0,0,0,1,,0,,,,
high school,nicki minaj featuring lil wayne,nicki minaj featuring lil wayne,2013-07-06,2013,97956.0,0.696969696969697,https://genius.com/Nicki-minaj-high-school-lyrics,High School by Nicki Minaj (Ft. Lil Wayne),/Nicki-minaj-high-school-lyrics,0,0,0,0,1,,0,,,,
ooh la la,britney spears,britney spears,2013-07-06,2013,173634.0,1.0,https://genius.com/Britney-spears-ooh-la-la-lyrics,Ooh La La by Britney Spears,/Britney-spears-ooh-la-la-lyrics,0,0,0,0,1,,0,,,,
young and beautiful,lana del rey,lana del rey,2013-07-06,2013,137656.0,1.0,https://genius.com/Lana-del-rey-young-and-beautiful-lyrics,Young and Beautiful by Lana Del Rey,/Lana-del-rey-young-and-beautiful-lyrics,0,0,0,0,1,,0,,,,
how many drinks,miguel,miguel,2013-07-06,2013,91876.0,1.0,https://genius.com/Miguel-how-many-drinks-lyrics,How Many Drinks? by Miguel,/Miguel-how-many-drinks-lyrics,0,0,0,0,1,,0,,,,
what about love,austin mahone,austin mahone,2013-07-06,2013,169545.0,1.0,https://genius.com/Austin-mahone-what-about-love-lyrics,What About Love by Austin Mahone,/Austin-mahone-what-about-love-lyrics,0,0,0,0,1,,0,,,,
point at you,justin moore,justin moore,2013-07-06,2013,445578.0,1.0,https://genius.com/Justin-moore-point-at-you-lyrics,Point At You by Justin Moore,/Justin-moore-point-at-you-lyrics,0,0,0,0,1,,0,,,,
right now,rihanna featuring david guetta,rihanna featuring david guetta,2013-07-06,2013,,0.0,,,,0,0,0,0,1,,0,,,,
blood on the leaves,kanye west,kanye west,2013-07-06,2013,167180.0,1.0,https://genius.com/Kanye-west-blood-on-the-leaves-lyrics,Blood On the Leaves by Kanye West,/Kanye-west-blood-on-the-leaves-lyrics,0,0,0,0,1,,0,,,,
why,michelle chamuel,michelle chamuel,2013-07-06,2013,3116754.0,0.7659574468085106,https://genius.com/Michelle-chamuel-final-swim-lyrics,Final Swim by Michelle Chamuel,/Michelle-chamuel-final-swim-lyrics,0,0,0,0,1,,0,,,,
maybe it was memphis,danielle bradbery,danielle bradbery,2013-07-06,2013,932950.0,1.0,https://genius.com/Danielle-bradbery-maybe-it-was-memphis-lyrics,Maybe It Was Memphis by Danielle Bradbery,/Danielle-bradbery-maybe-it-was-memphis-lyrics,0,0,0,0,1,,0,,,,
it goes like this,thomas rhett,thomas rhett,2013-07-06,2013,1086734.0,1.0,https://genius.com/Thomas-rhett-it-goes-like-this-lyrics,It Goes Like This by Thomas Rhett,/Thomas-rhett-it-goes-like-this-lyrics,0,0,0,0,1,,0,,,,
bubble butt,"major lazer featuring bruno mars, tyga and mystic","major lazer featuring bruno mars, tyga and mystic",2013-07-06,2013,,0.0,,,,0,0,0,0,1,,0,,,,
wild for the night,a$ap rocky featuring skrillex,a$ap rocky featuring skrillex,2013-07-06,2013,103700.0,0.7532467532467533,https://genius.com/A-ap-rocky-wild-for-the-night-lyrics,Wild for the Night by A$AP Rocky (Ft. Birdy Nam Nam & Skrillex),/A-ap-rocky-wild-for-the-night-lyrics,0,0,0,0,1,,0,,,,
ain't worried about nothin,french montana,french montana,2013-07-06,2013,140860.0,0.9876543209876543,https://genius.com/French-montana-aint-worried-about-nothin-lyrics,Ain't Worried About Nothin' by French Montana,/French-montana-aint-worried-about-nothin-lyrics,0,0,0,0,1,,0,,,,
one,usher and michelle chamuel,usher and michelle chamuel,2013-07-06,2013,,0.0,,,,0,0,0,0,1,,0,,,,
i can't tell you why,the swon brothers,swon brothers,2013-07-06,2013,1079779.0,0.9866666666666667,https://genius.com/The-swon-brothers-i-cant-tell-you-why-lyrics,I Can't Tell You Why by The Swon Brothers,/The-swon-brothers-i-cant-tell-you-why-lyrics,0,1,0,0,1,,0,,,,
brave,sara bareilles,sara bareilles,2013-07-06,2013,204330.0,https://genius.com/Sara-bareilles-brave-lyrics,/Sara-bareilles-brave-lyrics,Sara Bareilles,Brave by Sara Bareilles,0,0,0,0,1,1.0,1,157391.0,11.96649478775254,6.0,1.9459101490553132
blurred lines,robin thicke featuring t.i. + pharrell,robin thicke featuring t.i. + pharrell,2013-06-29,2013,,0.0,,,,0,0,0,0,1,,0,,,,
get lucky,daft punk featuring pharrell williams,daft punk featuring pharrell williams,2013-06-29,2013,,0.0,,,,0,0,0,0,1,,0,,,,
can't hold us,macklemore and ryan lewis featuring ray dalton,macklemore and ryan lewis featuring ray dalton,2013-06-29,2013,2199623.0,0.6233766233766234,https://genius.com/Cant-hold-us-cant-hold-us-tribute-to-macklemore-ryan-lewis-and-ray-dalton-instrumental-version-lyrics,Can't Hold Us - Tribute to Macklemore Ryan Lewis and Ray Dalton (Instrumental Version) by Can't Hold Us,/Cant-hold-us-cant-hold-us-tribute-to-macklemore-ryan-lewis-and-ray-dalton-instrumental-version-lyrics,0,1,0,0,1,,0,,,,
radioactive,imagine dragons,imagine dragons,2013-06-29,2013,98754.0,https://genius.com/Imagine-dragons-radioactive-lyrics,/Imagine-dragons-radioactive-lyrics,Imagine Dragons,Radioactive by Imagine Dragons,0,0,0,0,1,1.0,1,1665859.0,14.325852064564458,13.0,2.6390573296152584
mirrors,justin timberlake,justin timberlake,2013-06-29,2013,115743.0,1.0,https://genius.com/Justin-timberlake-mirrors-lyrics,Mirrors by Justin Timberlake,/Justin-timberlake-mirrors-lyrics,0,1,0,0,1,,0,,,,
cruise,florida georgia line featuring nelly,florida georgia line featuring nelly,2013-06-29,2013,136899.0,0.7105263157894737,https://genius.com/Florida-georgia-line-cruise-remix-lyrics,Cruise (Remix) by Florida Georgia Line (Ft. Nelly),/Florida-georgia-line-cruise-remix-lyrics,0,1,0,0,1,,0,,,,
just give me a reason,p!nk featuring nate ruess,p!nk featuring nate ruess,2013-06-29,2013,108589.0,0.7123287671232876,https://genius.com/P-nk-just-give-me-a-reason-lyrics,Just Give Me a Reason by P!nk (Ft. Nate Ruess),/P-nk-just-give-me-a-reason-lyrics,0,0,0,0,1,,0,,,,
come and get it,selena gomez,selena gomez,2013-06-29,2013,,0.0,,,,0,0,0,0,1,,0,,,,
the way,ariana grande featuring mac miller,ariana grande featuring mac miller,2013-06-29,2013,131712.0,0.6666666666666666,https://genius.com/Ariana-grande-the-way-lyrics,The Way by Ariana Grande (Ft. Mac Miller),/Ariana-grande-the-way-lyrics,0,0,0,0,1,,0,,,,
i love it,icona pop featuring charli xcx,icona pop featuring charli xcx,2013-06-29,2013,78587.0,0.6440677966101694,https://genius.com/Icona-pop-i-love-it-lyrics,I Love It by Icona Pop (Ft. Charli xcx),/Icona-pop-i-love-it-lyrics,0,0,0,0,1,,0,,,,
treasure,bruno mars,bruno mars,2013-06-29,2013,113496.0,1.0,https://genius.com/Bruno-mars-treasure-lyrics,Treasure by Bruno Mars,/Bruno-mars-treasure-lyrics,0,0,0,0,1,,0,,,,
boys 'round here,blake shelton featuring pistol annies and friends,blake shelton featuring pistol annies and friends,2013-06-29,2013,,0.0,,,,0,0,0,0,1,,0,,,,
my songs know what you did in the dark,fall out boy,fall out boy,2013-06-29,2013,518701.0,0.9532710280373832,https://genius.com/Fall-out-boy-my-songs-know-what-you-did-in-the-dark-demo-lyrics,My Songs Know What You Did in the Dark (Demo) by Fall Out Boy,/Fall-out-boy-my-songs-know-what-you-did-in-the-dark-demo-lyrics,0,0,0,0,1,,0,,,,
clarity,zedd featuring foxes,zedd featuring foxes,2013-06-29,2013,,0.0,,,,0,0,0,0,1,,0,,,,
beautiful,mariah carey featuring miguel,mariah carey featuring miguel,2013-06-29,2013,148751.0,0.7213114754098361,https://genius.com/Mariah-carey-beautiful-lyrics,#Beautiful by Mariah Carey (Ft. Miguel),/Mariah-carey-beautiful-lyrics,0,0,0,0,1,,0,,,,
stay,rihanna featuring mikky ekko,rihanna featuring mikky ekko,2013-06-29,2013,,0.0,,,,0,0,0,0,1,,0,,,,
when i was your man,bruno mars,bruno mars,2013-06-29,2013,122542.0,1.0,https://genius.com/Bruno-mars-when-i-was-your-man-lyrics,When I Was Your Man by Bruno Mars,/Bruno-mars-when-i-was-your-man-lyrics,0,0,0,0,1,,0,,,,
cups,anna kendrick,anna kendrick,2013-06-29,2013,1962045.0,0.72,https://genius.com/Anna-kendrick-cups-movie-version-lyrics,Cups (Movie Version) by Anna Kendrick,/Anna-kendrick-cups-movie-version-lyrics,0,0,0,0,1,,0,,,,
thrift shop,macklemore and ryan lewis featuring wanz,macklemore and ryan lewis featuring wanz,2013-06-29,2013,,0.0,,,,0,0,0,0,1,,0,,,,
here's to never growing up,avril lavigne,avril lavigne,2013-06-29,2013,138525.0,0.9873417721518988,https://genius.com/Avril-lavigne-heres-to-never-growing-up-lyrics,Here's to Never Growing Up by Avril Lavigne,/Avril-lavigne-heres-to-never-growing-up-lyrics,0,0,0,0,1,,0,,,,
power trip,j. cole featuring miguel,j. cole featuring miguel,2013-06-29,2013,,0.0,,,,0,0,0,0,1,,0,,,,
wagon wheel,darius rucker,darius rucker,2013-06-29,2013,154239.0,1.0,https://genius.com/Darius-rucker-wagon-wheel-lyrics,Wagon Wheel by Darius Rucker,/Darius-rucker-wagon-wheel-lyrics,0,0,0,0,1,,0,,,,
bad,wale featuring tiara thomas or rihanna,wale featuring tiara thomas or rihanna,2013-06-29,2013,,0.0,,,,0,0,0,0,1,,0,,,,
love somebody,maroon 5,maroon 5,2013-06-29,2013,78331.0,1.0,https://genius.com/Maroon-5-love-somebody-lyrics,Love Somebody by Maroon 5,/Maroon-5-love-somebody-lyrics,0,0,0,0,1,,0,,,,
the other side,jason derulo,jason derulo,2013-06-29,2013,154542.0,1.0,https://genius.com/Jason-derulo-the-other-side-lyrics,The Other Side by Jason Derulo,/Jason-derulo-the-other-side-lyrics,0,0,0,0,1,,0,,,,
heart attack,demi lovato,demi lovato,2013-06-29,2013,122475.0,1.0,https://genius.com/Demi-lovato-heart-attack-lyrics,Heart Attack by Demi Lovato,/Demi-lovato-heart-attack-lyrics,0,0,0,0,1,,0,,,,
we can't stop,miley cyrus,miley cyrus,2013-06-29,2013,160600.0,0.9795918367346939,https://genius.com/Miley-cyrus-we-cant-stop-lyrics,We Can't Stop by Miley Cyrus,/Miley-cyrus-we-cant-stop-lyrics,0,0,0,0,1,,0,,,,
crash my party,luke bryan,luke bryan,2013-06-29,2013,154244.0,1.0,https://genius.com/Luke-bryan-crash-my-party-lyrics,Crash My Party by Luke Bryan,/Luke-bryan-crash-my-party-lyrics,0,0,0,0,1,,0,,,,
highway don't care,tim mcgraw with taylor swift,tim mcgraw with taylor swift,2013-06-29,2013,,0.0,,,,0,0,0,0,1,,0,,,,
i need your love,calvin harris featuring ellie goulding,calvin harris featuring ellie goulding,2013-06-29,2013,154286.0,0.7058823529411765,https://genius.com/Calvin-harris-i-need-your-love-lyrics,I Need Your Love by Calvin Harris (Ft. Ellie Goulding),/Calvin-harris-i-need-your-love-lyrics,0,0,0,0,1,,0,,,,
i want crazy,hunter hayes,hunter hayes,2013-06-29,2013,155148.0,0.8771929824561403,https://genius.com/Hunter-hayes-i-want-crazy-encore-lyrics,I Want Crazy (Encore) by Hunter Hayes,/Hunter-hayes-i-want-crazy-encore-lyrics,0,0,0,0,1,,0,,,,
22,taylor swift,taylor swift,2013-06-29,2013,102705.0,1.0,https://genius.com/Taylor-swift-22-lyrics,22 by Taylor Swift,/Taylor-swift-22-lyrics,0,0,0,0,1,,0,,,,
same love,macklemore and ryan lewis featuring mary lambert,macklemore and ryan lewis featuring mary lambert,2013-06-29,2013,,0.0,,,,0,0,0,0,1,,0,,,,
feel this moment,pitbull featuring christina aguilera,pitbull featuring christina aguilera,2013-06-29,2013,115843.0,0.6233766233766234,https://genius.com/Pitbull-feel-this-moment-lyrics,Feel This Moment by Pitbull (Ft. Christina Aguilera),/Pitbull-feel-this-moment-lyrics,0,0,0,0,1,,0,,,,
started from the bottom,drake,drake,2013-06-29,2013,113898.0,1.0,https://genius.com/Drake-started-from-the-bottom-lyrics,Started from the Bottom by Drake,/Drake-started-from-the-bottom-lyrics,0,1,0,0,1,,0,,,,
u o e n o,rocko featuring future and rick ross,rocko featuring future and rick ross,2013-06-29,2013,,0.0,,,,0,0,0,0,1,,0,,,,
next to me,emeli sande,emeli sande,2013-06-29,2013,121627.0,1.0,https://genius.com/Emeli-sande-next-to-me-lyrics,Next to Me by Emeli Sandé,/Emeli-sande-next-to-me-lyrics,0,0,0,1,1,,0,,,,
rich as f k,lil wayne featuring 2 chainz,lil wayne featuring 2 chainz,2013-06-29,2013,1857786.0,0.6557377049180327,https://genius.com/2-chainz-rich-as-fck-lyrics,Rich As F#ck by 2 Chainz (Ft. Lil Wayne),/2-chainz-rich-as-fck-lyrics,0,0,0,0,1,,0,,,,
ho hey,the lumineers,lumineers,2013-06-29,2013,92021.0,1.0,https://genius.com/The-lumineers-ho-hey-lyrics,Ho Hey by ​The Lumineers,/The-lumineers-ho-hey-lyrics,0,0,0,0,1,,0,,,,
body party,ciara,ciara,2013-06-29,2013,124045.0,1.0,https://genius.com/Ciara-body-party-lyrics,Body Party by Ciara,/Ciara-body-party-lyrics,0,0,0,0,1,,0,,,,
sail,awolnation,awolnation,2013-06-29,2013,64894.0,1.0,https://genius.com/Awolnation-sail-lyrics,Sail by AWOLNATION,/Awolnation-sail-lyrics,0,0,0,0,1,,0,,,,
bitch don't kill my vibe,kendrick lamar,kendrick lamar,2013-06-29,2013,90473.0,0.987012987012987,https://genius.com/Kendrick-lamar-bitch-dont-kill-my-vibe-lyrics,"Bitch, Don't Kill My Vibe by Kendrick Lamar",/Kendrick-lamar-bitch-dont-kill-my-vibe-lyrics,0,0,0,0,1,,0,,,,
gone gone gone,phillip phillips,phillip phillips,2013-06-29,2013,156344.0,1.0,https://genius.com/Phillip-phillips-gone-gone-gone-lyrics,"Gone, Gone, Gone by Phillip Phillips",/Phillip-phillips-gone-gone-gone-lyrics,0,0,0,0,1,,0,,,,
suit and tie,justin timberlake featuring jay z,justin timberlake featuring jay z,2013-06-29,2013,109287.0,0.7222222222222222,https://genius.com/Justin-timberlake-suit-and-tie-lyrics,Suit & Tie by Justin Timberlake (Ft. JAY-Z),/Justin-timberlake-suit-and-tie-lyrics,0,0,0,0,1,,0,,,,
