song_base,artist_canon,artist_key,date,year,genius_id,genius_url,genius_path,genius_primary_artist,genius_full_title,title_has_spanish_char,title_has_spanish_word,genius_has_spanish_translation_hint,artist_name_has_spanish_char,artist_name_has_spanish_word,match_score_num,match_score_pass,genius_pageviews_num,genius_pageviews_log1p,genius_annotation_count_num,genius_annotation_count_log1p
fire,kids see ghosts,kids see ghosts,2018-06-23,2018,3694884.0,https://genius.com/Kids-see-ghosts-fire-lyrics,/Kids-see-ghosts-fire-lyrics,KIDS SEE GHOSTS,Fire by KIDS SEE GHOSTS,0,0,0,0,1,1.0,1,428273.0,12.967518456647595,8.0,2.1972245773362196
esskeetit,lil pump,lil pump,2018-06-23,2018,3503900.0,https://genius.com/Lil-pump-esskeetit-lyrics,/Lil-pump-esskeetit-lyrics,Lil Pump,ESSKEETIT by Lil Pump,0,0,0,0,1,1.0,1,967141.0,13.782100609569827,21.0,3.091042453358316
cudi montage,kids see ghosts,kids see ghosts,2018-06-23,2018,3770594.0,https://genius.com/Kids-see-ghosts-cudi-montage-lyrics,/Kids-see-ghosts-cudi-montage-lyrics,KIDS SEE GHOSTS,Cudi Montage by KIDS SEE GHOSTS,0,0,0,0,1,1.0,1,607477.0,13.317071239549328,8.0,2.1972245773362196
praise the lord,a$ap rocky featuring skepta,a$ap rocky featuring skepta,2018-06-23,2018,3691324.0,https://genius.com/A-ap-rocky-praise-the-lord-da-shine-lyrics,/A-ap-rocky-praise-the-lord-da-shine-lyrics,A$AP Rocky,Praise the Lord (Da Shine) by A$AP Rocky (Ft. Skepta),0,0,0,0,1,0.6666666666666666,0,2409014.0,14.694728508227685,24.0,3.2188758248682006
fake love,bts,bts,2018-06-23,2018,3690426.0,https://genius.com/Bts-fake-love-lyrics,/Bts-fake-love-lyrics,BTS,FAKE LOVE by BTS,0,0,0,0,1,1.0,1,1402478.0,14.153751943004856,5.0,1.791759469228055
japan,famous dex,famous dex,2018-06-23,2018,3496590.0,https://genius.com/Famous-dex-japan-lyrics,/Famous-dex-japan-lyrics,Famous Dex,JAPAN by Famous Dex,0,0,0,0,1,1.0,1,871937.0,13.678473599445896,11.0,2.4849066497880004
kids see ghosts,kids see ghosts,kids see ghosts,2018-06-23,2018,3758736.0,https://genius.com/Kids-see-ghosts-kids-see-ghosts-lyrics,/Kids-see-ghosts-kids-see-ghosts-lyrics,KIDS SEE GHOSTS,Kids See Ghosts by KIDS SEE GHOSTS (Ft. Yasiin Bey),0,0,0,0,1,1.0,1,644821.0,13.376729588699211,18.0,2.9444389791664403
alone,halsey featuring big sean and stefflon don,halsey featuring big sean and stefflon don,2018-06-23,2018,,,,,,0,0,0,0,1,0.0,0,,,,
powerglide,rae sremmurd and juicy j,rae sremmurd and juicy j,2018-06-23,2018,,,,,,0,0,0,0,1,0.0,0,,,,
i lived it,blake shelton,blake shelton,2018-06-23,2018,3245283.0,https://genius.com/Blake-shelton-i-lived-it-lyrics,/Blake-shelton-i-lived-it-lyrics,Blake Shelton,I Lived It by Blake Shelton,0,0,0,0,1,1.0,1,52259.0,10.863986539074604,4.0,1.6094379124341003
overdose,youngboy never broke again,youngboy never broke again,2018-06-23,2018,3675703.0,https://genius.com/Youngboy-never-broke-again-overdose-lyrics,/Youngboy-never-broke-again-overdose-lyrics,YoungBoy Never Broke Again,Overdose by YoungBoy Never Broke Again,0,0,0,0,1,1.0,1,271665.0,12.512328649564148,8.0,2.1972245773362196
lovely,billie eilish and khalid,billie eilish and khalid,2018-06-23,2018,5434663.0,https://genius.com/Hippie-sabotage-lovely-billie-eilish-and-khaild-flip-lyrics,/Hippie-sabotage-lovely-billie-eilish-and-khaild-flip-lyrics,Hippie Sabotage,Lovely (Billie Eilish and Khaild Flip) by Hippie Sabotage,0,0,0,0,1,0.7228915662650602,1,,,0.0,0.0
youngblood,5 seconds of summer,5 seconds of summer,2018-06-23,2018,3593894.0,https://genius.com/5-seconds-of-summer-youngblood-lyrics,/5-seconds-of-summer-youngblood-lyrics,5 Seconds of Summer,Youngblood by 5 Seconds of Summer,0,0,0,0,1,1.0,1,1420088.0,14.166230103669719,14.0,2.70805020110221
dame tu cosita,pitbull x el chombo x karol g featuring cutty ranks,pitbull x el chombo x karol g featuring cutty ranks,2018-06-23,2018,,,,,,0,0,0,0,1,0.0,0,,,,
otw,"khalid, ty dolla $ign and 6lack","khalid, ty dolla $ign and 6lack",2018-06-23,2018,,,,,,0,0,0,0,1,0.0,0,,,,
zombie,bad wolves,bad wolves,2018-06-23,2018,3450720.0,https://genius.com/Bad-wolves-zombie-lyrics,/Bad-wolves-zombie-lyrics,Bad Wolves,Zombie by Bad Wolves,0,0,0,0,1,1.0,1,374850.0,12.83428389266141,8.0,2.1972245773362196
me niego,reik featuring ozuna and wisin,reik featuring ozuna and wisin,2018-06-23,2018,,,,,,0,0,0,0,1,0.0,0,,,,
lose it,kane brown,kane brown,2018-06-23,2018,3769529.0,https://genius.com/Kane-brown-lose-it-lyrics,/Kane-brown-lose-it-lyrics,Kane Brown,Lose It by Kane Brown,0,0,0,0,1,1.0,1,46273.0,10.742335527267628,0.0,0.0
violent crimes,kanye west,kanye west,2018-06-23,2018,3756527.0,https://genius.com/Kanye-west-violent-crimes-lyrics,/Kanye-west-violent-crimes-lyrics,Kanye West,Violent Crimes by Kanye West,0,0,0,0,1,1.0,1,1846219.0,14.428650863542018,15.0,2.772588722239781
i was jack,jake owen,jake owen,2018-06-23,2018,3533508.0,https://genius.com/Jake-owen-i-was-jack-you-were-diane-lyrics,/Jake-owen-i-was-jack-you-were-diane-lyrics,Jake Owen,I Was Jack (You Were Diane) by Jake Owen,0,0,0,0,1,0.7272727272727273,1,19175.0,9.86141477611422,2.0,1.0986122886681098
sativa,jhene aiko featuring swae lee or rae sremmurd,jhene aiko featuring swae lee or rae sremmurd,2018-06-23,2018,,,,,,0,0,0,0,1,0.0,0,,,,
rich sex,nicki minaj featuring lil wayne,nicki minaj featuring lil wayne,2018-06-23,2018,3773607.0,https://genius.com/Nicki-minaj-rich-sex-lyrics,/Nicki-minaj-rich-sex-lyrics,Nicki Minaj,Rich Sex by Nicki Minaj (Ft. Lil Wayne),0,0,0,0,1,0.6666666666666666,0,475025.0,13.071124818360877,15.0,2.772588722239781
life goes on,lil baby featuring gunna and lil uzi vert,lil baby featuring gunna and lil uzi vert,2018-06-23,2018,,,,,,0,0,0,0,1,0.0,0,,,,
i know you,lil skies featuring yung pinch,lil skies featuring yung pinch,2018-06-23,2018,3453110.0,https://genius.com/Lil-skies-i-know-you-lyrics,/Lil-skies-i-know-you-lyrics,Lil Skies,I Know You by Lil Skies (Ft. Yung Pinch),0,0,0,0,1,0.6557377049180327,0,277965.0,12.535254083034982,3.0,1.3862943611198906
el farsante,ozuna and romeo santos,ozuna and romeo santos,2018-06-23,2018,,,,,,0,0,0,0,1,0.0,0,,,,
wouldn't leave,kanye west featuring partynextdoor,kanye west featuring partynextdoor,2018-06-23,2018,3756507.0,https://genius.com/Kanye-west-wouldnt-leave-lyrics,/Kanye-west-wouldnt-leave-lyrics,Kanye West,Wouldn't Leave by Kanye West (Ft. PARTYNEXTDOOR),0,0,0,0,1,0.6575342465753424,0,1120494.0,13.929281109919543,20.0,3.044522437723423
beautiful crazy,luke combs,luke combs,2018-06-23,2018,3695544.0,https://genius.com/Luke-combs-beautiful-crazy-lyrics,/Luke-combs-beautiful-crazy-lyrics,Luke Combs,Beautiful Crazy by Luke Combs,0,0,0,0,1,1.0,1,254598.0,12.447445037367958,4.0,1.6094379124341003
sin pijama,becky g + natti natasha,becky g + natti natasha,2018-06-23,2018,,,,,,0,0,0,0,1,0.0,0,,,,
babe,sugarland featuring taylor swift,sugarland featuring taylor swift,2018-06-23,2018,,,,,,0,0,0,0,1,0.0,0,,,,
drip,cardi b featuring migos,cardi b featuring migos,2018-06-23,2018,3626310.0,https://genius.com/Cardi-b-drip-lyrics,/Cardi-b-drip-lyrics,Cardi B,Drip by Cardi B (Ft. Migos),0,0,0,0,1,0.6,0,861148.0,13.666022823025338,22.0,3.1354942159291497
big bank,"yg featuring 2 chainz, big sean and nicki minaj","yg featuring 2 chainz, big sean and nicki minaj",2018-06-23,2018,,,,,,0,0,0,0,1,0.0,0,,,,
singles you up,jordan davis,jordan davis,2018-06-23,2018,3282572.0,https://genius.com/Jordan-davis-singles-you-up-lyrics,/Jordan-davis-singles-you-up-lyrics,Jordan Davis,Singles You Up by Jordan Davis,0,1,0,0,1,1.0,1,38137.0,10.548966439394572,6.0,1.9459101490553132
take back home girl,chris lane featuring tori kelly,chris lane featuring tori kelly,2018-06-23,2018,3253038.0,https://genius.com/Chris-lane-take-back-home-girl-lyrics,/Chris-lane-take-back-home-girl-lyrics,Chris Lane,Take Back Home Girl by Chris Lane (Ft. Tori Kelly),0,0,0,0,1,0.7407407407407407,1,82583.0,11.321571236145425,0.0,0.0
welcome to the party,"diplo, french montana and lil pump featuring zhavia ward","diplo, french montana and lil pump featuring zhavia ward",2018-06-23,2018,,,,,,0,0,0,0,1,0.0,0,,,,
psycho,post malone featuring ty dolla $ign,post malone featuring ty dolla $ign,2018-06-16,2018,,,,,,0,0,0,0,1,0.0,0,,,,
nice for what,drake,drake,2018-06-16,2018,3580132.0,https://genius.com/Drake-nice-for-what-lyrics,/Drake-nice-for-what-lyrics,Drake,Nice For What by Drake,0,0,0,0,1,1.0,1,3120325.0,14.953448041506746,16.0,2.833213344056216
i like it,"cardi b, bad bunny and j balvin","cardi b, bad bunny and j balvin",2018-06-16,2018,,,,,,0,0,0,0,1,0.0,0,,,,
girls like you,maroon 5 featuring cardi b,maroon 5 featuring cardi b,2018-06-16,2018,3787191.0,https://genius.com/Alex-aiono-girls-like-you-one-kiss-and-forever-young-lyrics,/Alex-aiono-girls-like-you-one-kiss-and-forever-young-lyrics,Alex Aiono,"Girls Like You, One Kiss, & Forever Young by Alex Aiono",0,0,0,0,1,0.6067415730337079,0,5822.0,8.66957087183712,1.0,0.6931471805599453
god's plan,drake,drake,2018-06-16,2018,3315890.0,https://genius.com/Drake-gods-plan-lyrics,/Drake-gods-plan-lyrics,Drake,God's Plan by Drake,0,0,0,0,1,0.967741935483871,1,9914923.0,16.10955165475285,20.0,3.044522437723423
boo'd up,ella mai,ella mai,2018-06-16,2018,2998098.0,https://genius.com/Ella-mai-bood-up-lyrics,/Ella-mai-bood-up-lyrics,Ella Mai,Boo'd Up by Ella Mai,0,0,0,0,1,0.9696969696969696,1,898553.0,13.708542083566753,10.0,2.3978952727983707
this is america,childish gambino,childish gambino,2018-06-16,2018,3688791.0,https://genius.com/Childish-gambino-this-is-america-lyrics,/Childish-gambino-this-is-america-lyrics,Childish Gambino,This Is America by Childish Gambino,0,0,0,0,1,1.0,1,5694199.0,15.554958670895921,20.0,3.044522437723423
yikes,kanye west,kanye west,2018-06-16,2018,3756535.0,https://genius.com/Kanye-west-yikes-lyrics,/Kanye-west-yikes-lyrics,Kanye West,Yikes by Kanye West,0,0,0,0,1,1.0,1,1381219.0,14.138477724555315,27.0,3.332204510175204
lucid dreams,juice wrld,juice wrld,2018-06-16,2018,3359190.0,https://genius.com/Juice-wrld-lucid-dreams-lyrics,/Juice-wrld-lucid-dreams-lyrics,Juice WRLD,Lucid Dreams by Juice WRLD,0,0,0,0,1,1.0,1,5655681.0,15.548171261498457,20.0,3.044522437723423
the middle,"zedd, maren morris and grey","zedd, maren morris and grey",2018-06-16,2018,3756071.0,https://genius.com/Twisted-translations-google-translate-sings-the-middle-by-zedd-maren-morris-and-grey-lyrics,/Twisted-translations-google-translate-sings-the-middle-by-zedd-maren-morris-and-grey-lyrics,Twisted Translations,"Google Translate Sings: ""The Middle"" by Zedd, Maren Morris and Grey by Twisted Translations",0,1,0,0,1,0.6115702479338843,0,,,0.0,0.0
all mine,kanye west,kanye west,2018-06-16,2018,3720959.0,https://genius.com/Kanye-west-all-mine-lyrics,/Kanye-west-all-mine-lyrics,Kanye West,All Mine by Kanye West,0,1,0,0,1,1.0,1,2560987.0,14.755903679501024,11.0,2.4849066497880004
meant to be,bebe rexha and florida georgia line,bebe rexha and florida georgia line,2018-06-16,2018,4864749.0,https://genius.com/Florida-georgia-line-meant-to-be-acoustic-lyrics,/Florida-georgia-line-meant-to-be-acoustic-lyrics,Florida Georgia Line,Meant to Be (Acoustic) by Florida Georgia Line (Ft. Bebe Rexha),0,0,0,0,1,0.7727272727272727,1,,,0.0,0.0
no tears left to cry,ariana grande,ariana grande,2018-06-16,2018,3649172.0,https://genius.com/Ariana-grande-no-tears-left-to-cry-lyrics,/Ariana-grande-no-tears-left-to-cry-lyrics,Ariana Grande,no tears left to cry by Ariana Grande,0,1,0,0,1,1.0,1,3030659.0,14.92429097554801,8.0,2.1972245773362196
friends,marshmello and anne-marie,marshmello and anne-marie,2018-06-16,2018,,,,,,0,0,0,0,1,0.0,0,,,,
yes indeed,lil baby and drake,lil baby and drake,2018-06-16,2018,3702977.0,https://genius.com/Lil-baby-and-drake-yes-indeed-lyrics,/Lil-baby-and-drake-yes-indeed-lyrics,Lil Baby,Yes Indeed by Lil Baby & Drake,0,0,0,0,1,0.7916666666666666,1,2717549.0,14.815241297072266,30.0,3.4339872044851463
ghost town,kanye west featuring partynextdoor,kanye west featuring partynextdoor,2018-06-16,2018,,,,,,0,0,0,0,1,0.0,0,,,,
walk it talk it,migos featuring drake,migos featuring drake,2018-06-16,2018,3433244.0,https://genius.com/Migos-walk-it-talk-it-lyrics,/Migos-walk-it-talk-it-lyrics,Migos,Walk It Talk It by Migos (Ft. Drake),0,0,0,0,1,0.7241379310344828,1,1633834.0,14.306440570111176,27.0,3.332204510175204
never be the same,camila cabello,camila cabello,2018-06-16,2018,3107031.0,https://genius.com/Camila-cabello-never-be-the-same-lyrics,/Camila-cabello-never-be-the-same-lyrics,Camila Cabello,Never Be The Same by Camila Cabello,0,0,0,0,1,1.0,1,2079515.0,14.547645732292754,7.0,2.0794415416798357
look alive,blocboy jb featuring drake,blocboy jb featuring drake,2018-06-16,2018,,,,,,0,0,0,0,1,0.0,0,,,,
in my blood,shawn mendes,shawn mendes,2018-06-16,2018,3591762.0,https://genius.com/Shawn-mendes-in-my-blood-lyrics,/Shawn-mendes-in-my-blood-lyrics,Shawn Mendes,In My Blood by Shawn Mendes,0,0,0,0,1,1.0,1,1605665.0,14.289049181747982,15.0,2.772588722239781
perfect,ed sheeran,ed sheeran,2018-06-16,2018,2953761.0,https://genius.com/Ed-sheeran-perfect-lyrics,/Ed-sheeran-perfect-lyrics,Ed Sheeran,Perfect by Ed Sheeran,0,0,0,0,1,1.0,1,7612800.0,15.84534173044848,12.0,2.5649493574615367
whatever it takes,imagine dragons,imagine dragons,2018-06-16,2018,3080781.0,https://genius.com/Imagine-dragons-whatever-it-takes-lyrics,/Imagine-dragons-whatever-it-takes-lyrics,Imagine Dragons,Whatever It Takes by Imagine Dragons,0,1,0,0,1,1.0,1,1415108.0,14.162717117894799,17.0,2.8903717578961645
mine,bazzi,bazzi,2018-06-16,2018,3277867.0,https://genius.com/Bazzi-mine-lyrics,/Bazzi-mine-lyrics,Bazzi,Mine by Bazzi,0,1,0,0,1,1.0,1,1885267.0,14.449580543824645,13.0,2.6390573296152584
wouldn't leave,kanye west featuring partynextdoor,kanye west featuring partynextdoor,2018-06-16,2018,3756507.0,https://genius.com/Kanye-west-wouldnt-leave-lyrics,/Kanye-west-wouldnt-leave-lyrics,Kanye West,Wouldn't Leave by Kanye West (Ft. PARTYNEXTDOOR),0,0,0,0,1,0.6575342465753424,0,1120494.0,13.929281109919543,20.0,3.044522437723423
be careful,cardi b,cardi b,2018-06-16,2018,3615018.0,https://genius.com/Cardi-b-be-careful-lyrics,/Cardi-b-be-careful-lyrics,Cardi B,Be Careful by Cardi B,0,0,0,0,1,1.0,1,2467298.0,14.718634588005246,13.0,2.6390573296152584
wait,maroon 5,maroon 5,2018-06-16,2018,3261710.0,https://genius.com/Maroon-5-wait-lyrics,/Maroon-5-wait-lyrics,Maroon 5,Wait by Maroon 5,0,0,0,0,1,1.0,1,426490.0,12.963346543698254,3.0,1.3862943611198906
violent crimes,kanye west,kanye west,2018-06-16,2018,3756527.0,https://genius.com/Kanye-west-violent-crimes-lyrics,/Kanye-west-violent-crimes-lyrics,Kanye West,Violent Crimes by Kanye West,0,0,0,0,1,1.0,1,1846219.0,14.428650863542018,15.0,2.772588722239781
i thought about killing you,kanye west,kanye west,2018-06-16,2018,3756495.0,https://genius.com/Kanye-west-i-thought-about-killing-you-lyrics,/Kanye-west-i-thought-about-killing-you-lyrics,Kanye West,I Thought About Killing You by Kanye West,0,0,0,0,1,1.0,1,1573324.0,14.268701772269432,27.0,3.332204510175204
rockstar,post malone featuring 21 savage,post malone featuring 21 savage,2018-06-16,2018,,,,,,0,0,0,0,1,0.0,0,,,,
heaven,kane brown,kane brown,2018-06-16,2018,3227642.0,https://genius.com/Kane-brown-heaven-lyrics,/Kane-brown-heaven-lyrics,Kane Brown,Heaven by Kane Brown,0,0,0,0,1,1.0,1,202797.0,12.219965688717597,2.0,1.0986122886681098
back to you,selena gomez,selena gomez,2018-06-16,2018,3684536.0,https://genius.com/Selena-gomez-back-to-you-lyrics,/Selena-gomez-back-to-you-lyrics,Selena Gomez,Back To You by Selena Gomez,0,0,0,0,1,1.0,1,1453792.0,14.18968656105341,6.0,1.9459101490553132
i'm upset,drake,drake,2018-06-16,2018,3745302.0,https://genius.com/Drake-im-upset-lyrics,/Drake-im-upset-lyrics,Drake,I'm Upset by Drake,0,0,0,0,1,0.9655172413793104,1,2057910.0,14.537201948571226,14.0,2.70805020110221
havana,camila cabello featuring young thug,camila cabello featuring young thug,2018-06-16,2018,,,,,,0,0,0,0,1,0.0,0,,,,
better now,post malone,post malone,2018-06-16,2018,3646568.0,https://genius.com/Post-malone-better-now-lyrics,/Post-malone-better-now-lyrics,Post Malone,Better Now by Post Malone,0,1,0,0,1,1.0,1,1802364.0,14.404610249358589,9.0,2.302585092994046
plug walk,rich the kid,rich the kid,2018-06-16,2018,3459610.0,https://genius.com/Rich-the-kid-plug-walk-lyrics,/Rich-the-kid-plug-walk-lyrics,Rich The Kid,Plug Walk by Rich The Kid,0,0,0,0,1,1.0,1,1050058.0,13.86435691103127,17.0,2.8903717578961645
no mistakes,kanye west,kanye west,2018-06-16,2018,3756509.0,https://genius.com/Kanye-west-no-mistakes-lyrics,/Kanye-west-no-mistakes-lyrics,Kanye West,No Mistakes by Kanye West,0,1,0,0,1,1.0,1,825931.0,13.624267724659065,11.0,2.4849066497880004
delicate,taylor swift,taylor swift,2018-06-16,2018,3283025.0,https://genius.com/Taylor-swift-delicate-lyrics,/Taylor-swift-delicate-lyrics,Taylor Swift,Delicate by Taylor Swift,0,1,0,0,1,1.0,1,1497686.0,14.219432475966853,16.0,2.833213344056216
one kiss,calvin harris and dua lipa,calvin harris and dua lipa,2018-06-16,2018,,,,,,0,0,0,0,1,0.0,0,,,,
freaky friday,lil dicky featuring chris brown,lil dicky featuring chris brown,2018-06-16,2018,3258567.0,https://genius.com/Lil-dicky-freaky-friday-lyrics,/Lil-dicky-freaky-friday-lyrics,Lil Dicky,Freaky Friday by Lil Dicky (Ft. Chris Brown),0,0,0,0,1,0.6764705882352942,0,2190581.0,14.599677819911154,21.0,3.091042453358316
new rules,dua lipa,dua lipa,2018-06-16,2018,3013669.0,https://genius.com/Dua-lipa-new-rules-lyrics,/Dua-lipa-new-rules-lyrics,Dua Lipa,New Rules by Dua Lipa,0,0,0,0,1,1.0,1,4755445.0,15.374801045567263,12.0,2.5649493574615367
tequila,dan + shay,dan + shay,2018-06-16,2018,3422928.0,https://genius.com/Dan-shay-tequila-lyrics,/Dan-shay-tequila-lyrics,Dan + Shay,Tequila by Dan + Shay,0,1,0,0,1,1.0,1,325416.0,12.692862715795183,3.0,1.3862943611198906
love lies,khalid and normani,khalid and normani,2018-06-16,2018,,,,,,0,0,0,0,1,0.0,0,,,,
te bote,"casper magico, nio garcia, darell, nicky jam, ozuna and bad bunny","casper magico, nio garcia, darell, nicky jam, ozuna and bad bunny",2018-06-16,2018,,,,,,0,0,0,0,1,0.0,0,,,,
pray for me,the weeknd and kendrick lamar,weeknd and kendrick lamar,2018-06-16,2018,,,,,,0,0,0,0,1,0.0,0,,,,
one number away,luke combs,luke combs,2018-06-16,2018,2928745.0,https://genius.com/Luke-combs-one-number-away-lyrics,/Luke-combs-one-number-away-lyrics,Luke Combs,One Number Away by Luke Combs,0,0,0,0,1,1.0,1,118282.0,11.680835337188897,3.0,1.3862943611198906
chun-li,nicki minaj,nicki minaj,2018-06-16,2018,3642086.0,https://genius.com/Nicki-minaj-chun-li-lyrics,/Nicki-minaj-chun-li-lyrics,Nicki Minaj,Chun-Li by Nicki Minaj,0,0,0,0,1,1.0,1,2236010.0,14.620204032744132,27.0,3.332204510175204
tati,6ix9ine featuring dj spinking,6ix9ine featuring dj spinking,2018-06-16,2018,,,,,,0,0,0,0,1,0.0,0,,,,
fake love,bts,bts,2018-06-16,2018,3690426.0,https://genius.com/Bts-fake-love-lyrics,/Bts-fake-love-lyrics,BTS,FAKE LOVE by BTS,0,0,0,0,1,1.0,1,1402478.0,14.153751943004856,5.0,1.791759469228055
all girls are the same,juice wrld,juice wrld,2018-06-16,2018,3389874.0,https://genius.com/Juice-wrld-all-girls-are-the-same-lyrics,/Juice-wrld-all-girls-are-the-same-lyrics,Juice WRLD,All Girls Are the Same by Juice WRLD,0,0,0,0,1,1.0,1,2666916.0,14.796433681570019,5.0,1.791759469228055
finesse,bruno mars and cardi b,bruno mars and cardi b,2018-06-16,2018,,,,,,0,0,0,0,1,0.0,0,,,,
sad,xxxtentacion,xxxtentacion,2018-06-16,2018,3430186.0,https://genius.com/Xxxtentacion-sad-lyrics,/Xxxtentacion-sad-lyrics,XXXTENTACION,SAD! by XXXTENTACION,0,0,0,0,1,1.0,1,8270243.0,15.928174570796797,8.0,2.1972245773362196
call out my name,the weeknd,weeknd,2018-06-16,2018,3614919.0,https://genius.com/The-weeknd-call-out-my-name-lyrics,/The-weeknd-call-out-my-name-lyrics,The Weeknd,Call Out My Name by The Weeknd,0,0,0,0,1,1.0,1,3403195.0,15.040225548063056,8.0,2.1972245773362196
i like me better,lauv,lauv,2018-06-16,2018,3092121.0,https://genius.com/Lauv-i-like-me-better-lyrics,/Lauv-i-like-me-better-lyrics,Lauv,I Like Me Better by Lauv,0,1,0,0,1,1.0,1,906602.0,13.717459926550253,15.0,2.772588722239781
idgaf,dua lipa,dua lipa,2018-06-16,2018,3051942.0,https://genius.com/Dua-lipa-idgaf-lyrics,/Dua-lipa-idgaf-lyrics,Dua Lipa,IDGAF by Dua Lipa,0,0,0,0,1,1.0,1,1365951.0,14.12736217940324,4.0,1.6094379124341003
simple,florida georgia line,florida georgia line,2018-06-16,2018,3756605.0,https://genius.com/Florida-georgia-line-simple-lyrics,/Florida-georgia-line-simple-lyrics,Florida Georgia Line,Simple by Florida Georgia Line,0,0,0,0,1,1.0,1,119099.0,11.687718755343392,0.0,0.0
get along,kenny chesney,kenny chesney,2018-06-16,2018,3630846.0,https://genius.com/Kenny-chesney-get-along-lyrics,/Kenny-chesney-get-along-lyrics,Kenny Chesney,Get Along by Kenny Chesney,0,0,0,0,1,1.0,1,100009.0,11.513025459970562,1.0,0.6931471805599453
x,nicky jam x j balvin,nicky jam x j balvin,2018-06-16,2018,,,,,,0,0,0,0,1,0.0,0,,,,
up down,morgan wallen featuring florida georgia line,morgan wallen featuring florida georgia line,2018-06-16,2018,,,,,,0,0,0,0,1,0.0,0,,,,
taste,tyga featuring offset,tyga featuring offset,2018-06-16,2018,,,,,,0,0,0,0,1,0.0,0,,,,
kod,j. cole,j. cole,2018-06-16,2018,3656724.0,https://genius.com/J-cole-kod-lyrics,/J-cole-kod-lyrics,J. Cole,KOD by J. Cole,0,0,0,0,1,1.0,1,1705729.0,14.349503729561299,16.0,2.833213344056216
done for me,charlie puth featuring kehlani,charlie puth featuring kehlani,2018-06-16,2018,3570279.0,https://genius.com/Charlie-puth-done-for-me-lyrics,/Charlie-puth-done-for-me-lyrics,Charlie Puth,Done for Me by Charlie Puth (Ft. Kehlani),0,0,0,0,1,0.7272727272727273,1,424663.0,12.95905354699157,2.0,1.0986122886681098
you make it easy,jason aldean,jason aldean,2018-06-16,2018,3471274.0,https://genius.com/Jason-aldean-you-make-it-easy-lyrics,/Jason-aldean-you-make-it-easy-lyrics,Jason Aldean,You Make It Easy by Jason Aldean,0,0,0,0,1,1.0,1,236411.0,12.373331324647083,1.0,0.6931471805599453
ball for me,post malone featuring nicki minaj,post malone featuring nicki minaj,2018-06-16,2018,3646571.0,https://genius.com/Post-malone-ball-for-me-lyrics,/Post-malone-ball-for-me-lyrics,Post Malone,Ball For Me by Post Malone (Ft. Nicki Minaj),0,0,0,0,1,0.6764705882352942,0,476156.0,13.073502910763736,17.0,2.8903717578961645
sit next to me,foster the people,foster the people,2018-06-16,2018,3103488.0,https://genius.com/Foster-the-people-sit-next-to-me-lyrics,/Foster-the-people-sit-next-to-me-lyrics,Foster the People,Sit Next to Me by Foster the People,0,0,0,0,1,1.0,1,334686.0,12.720951045692184,11.0,2.4849066497880004
dura,daddy yankee,daddy yankee,2018-06-16,2018,3420535.0,https://genius.com/Daddy-yankee-dura-lyrics,/Daddy-yankee-dura-lyrics,Daddy Yankee,Dura by Daddy Yankee,0,0,0,0,1,1.0,1,160202.0,11.984197040032816,0.0,0.0
esskeetit,lil pump,lil pump,2018-06-16,2018,3503900.0,https://genius.com/Lil-pump-esskeetit-lyrics,/Lil-pump-esskeetit-lyrics,Lil Pump,ESSKEETIT by Lil Pump,0,0,0,0,1,1.0,1,967141.0,13.782100609569827,21.0,3.091042453358316
powerglide,rae sremmurd and juicy j,rae sremmurd and juicy j,2018-06-16,2018,,,,,,0,0,0,0,1,0.0,0,,,,
japan,famous dex,famous dex,2018-06-16,2018,3496590.0,https://genius.com/Famous-dex-japan-lyrics,/Famous-dex-japan-lyrics,Famous Dex,JAPAN by Famous Dex,0,0,0,0,1,1.0,1,871937.0,13.678473599445896,11.0,2.4849066497880004
woman amen,dierks bentley,dierks bentley,2018-06-16,2018,3444240.0,https://genius.com/Dierks-bentley-woman-amen-lyrics,/Dierks-bentley-woman-amen-lyrics,Dierks Bentley,"Woman, Amen by Dierks Bentley",0,0,0,0,1,1.0,1,23313.0,10.056809317479777,0.0,0.0
praise the lord,a$ap rocky featuring skepta,a$ap rocky featuring skepta,2018-06-16,2018,3691324.0,https://genius.com/A-ap-rocky-praise-the-lord-da-shine-lyrics,/A-ap-rocky-praise-the-lord-da-shine-lyrics,A$AP Rocky,Praise the Lord (Da Shine) by A$AP Rocky (Ft. Skepta),0,0,0,0,1,0.6666666666666666,0,2409014.0,14.694728508227685,24.0,3.2188758248682006
everything's gonna be alright,david lee murphy and kenny chesney,david lee murphy and kenny chesney,2018-06-16,2018,3605323.0,https://genius.com/David-lee-murphy-everythings-gonna-be-alright-lyrics,/David-lee-murphy-everythings-gonna-be-alright-lyrics,David Lee Murphy,Everything's Gonna Be Alright by David Lee Murphy (Ft. Kenny Chesney),0,0,0,0,1,0.8256880733944955,1,20746.0,9.940156936893139,1.0,0.6931471805599453
overdose,youngboy never broke again,youngboy never broke again,2018-06-16,2018,3675703.0,https://genius.com/Youngboy-never-broke-again-overdose-lyrics,/Youngboy-never-broke-again-overdose-lyrics,YoungBoy Never Broke Again,Overdose by YoungBoy Never Broke Again,0,0,0,0,1,1.0,1,271665.0,12.512328649564148,8.0,2.1972245773362196
alone,halsey featuring big sean and stefflon don,halsey featuring big sean and stefflon don,2018-06-16,2018,,,,,,0,0,0,0,1,0.0,0,,,,
