song_base,artist_canon,artist_name_has_spanish_char,artist_name_has_spanish_word,title_has_en_vivo,title_has_con_feat,genius_annotation_count,genius_pageviews
when we were young,adele,0,0,0,0,11.0,1738980.0
best friend,young thug,0,0,0,0,22.0,1880381.0
fml,kanye west,0,0,0,0,19.0,1968027.0
tennessee whiskey,chris stapleton,0,0,0,0,8.0,797397.0
real friends,kanye west,0,0,0,0,24.0,2317447.0
beautiful drug,zac brown band,0,0,0,0,5.0,22149.0
heartbeat,carrie underwood,0,0,0,0,2.0,26029.0
feedback,kanye west,0,0,0,0,20.0,789716.0
679,fetty wap featuring remy boyz,0,0,0,0,,
what do you mean,justin bieber,0,0,0,0,7.0,1983866.0
say it,tory lanez,0,0,0,0,9.0,1347851.0
like i'm gonna lose you,meghan trainor featuring john legend,0,0,0,0,7.0,1014521.0
white iverson,post malone,0,0,0,0,42.0,4333259.0
like i would,zayn,0,0,0,0,4.0,159485.0
stand by you,rachel platten,0,0,0,0,10.0,99209.0
i know what you did last summer,shawn mendes and camila cabello,0,0,0,0,6.0,573602.0
with them,young thug,0,0,0,0,33.0,611327.0
home alone tonight,luke bryan featuring karen fairchild,0,0,0,0,1.0,29524.0
digits,young thug,0,0,0,0,24.0,762108.0
something in the way you move,ellie goulding,0,0,0,0,6.0,57811.0
make me like you,gwen stefani,0,0,0,0,6.0,159630.0
be alright,ariana grande,0,0,0,0,5.0,559026.0
hide away,daya,0,0,0,0,11.0,513997.0
here,alessia cara,0,0,0,0,11.0,1886362.0
same old love,selena gomez,0,0,0,0,6.0,423099.0
ex's and oh's,elle king,0,0,0,0,11.0,552279.0
in the night,the weeknd,0,0,0,0,9.0,1358018.0
adventure of a lifetime,coldplay,0,0,0,0,11.0,619046.0
backroad song,granger smith,0,0,0,0,5.0,8063.0
something new,zendaya featuring chris brown,0,0,0,0,7.0,51434.0
sorry not sorry,bryson tiller,0,0,0,0,15.0,1193367.0
can't feel my face,the weeknd,0,0,0,0,8.0,4727304.0
we went,randy houser,0,0,0,0,3.0,5777.0
break on me,keith urban,0,0,0,0,13.0,23295.0
untitled 02 l 06 23 2014,kendrick lamar,0,0,0,0,,
untitled 07 l levitate,kendrick lamar,0,0,0,0,0.0,
watch out,2 chainz,0,0,0,0,23.0,465046.0
get ugly,jason derulo,0,0,0,0,20.0,122207.0
gotta lotta,2 chainz featuring lil wayne,0,0,0,0,24.0,79215.0
antidote,travis scott,0,0,0,0,16.0,2370735.0
lean on,major lazer and dj snake featuring mo,0,0,0,0,,
see you again,wiz khalifa featuring charlie puth,0,0,0,0,,
it's you,zayn,0,0,0,0,5.0,351630.0
hello friday,flo rida featuring jason derulo,0,0,0,0,3.0,17404.0
perfect,one direction,0,0,0,0,6.0,1434914.0
ave dat money,lil dicky featuring fetty wap and rich homie quan,0,0,0,0,,
til it happens to you,lady gaga,0,0,0,0,6.0,80286.0
walking on a dream,empire of the sun,0,0,0,0,7.0,358756.0
history,one direction,0,0,0,0,9.0,670541.0
dibs,kelsea ballerini,0,0,0,0,1.0,26486.0
out of the woods,taylor swift,0,0,0,0,14.0,716576.0
hollow,tori kelly,0,0,0,0,8.0,100117.0
look at my dab,migos,0,0,0,0,20.0,236999.0
i love this life,locash,0,0,0,0,1.0,11233.0
uptown funk,mark ronson featuring bruno mars,0,0,0,0,,
break up in a small town,sam hunt,0,0,0,0,6.0,112694.0
on my mind,ellie goulding,0,0,0,0,13.0,353903.0
confident,demi lovato,0,0,0,0,10.0,188177.0
stay a little longer,brothers osborne,0,0,0,0,3.0,49173.0
all i ask,adele,0,0,0,0,9.0,1255913.0
good to be alive,andy grammer,0,0,0,0,5.0,34914.0
bang my head,david guetta featuring sia and fetty wap,0,0,0,0,,
irresistible,fall out boy,0,0,0,0,15.0,218861.0
do it like me,dlow,0,0,0,0,3.0,49577.0
dessert,dawin,0,0,0,0,6.0,213181.0
watch me,silento,0,0,0,0,0.0,
fly s t only,future,0,0,0,0,,
bake sale,wiz khalifa featuring travi$ scott,0,0,0,0,34.0,314213.0
die a happy man,nelly,0,0,0,0,8.0,11452.0
wtf,missy elliott featuring pharrell williams,0,0,0,0,,
whisper,chase rice,0,0,0,0,0.0,
the fix,nelly featuring jeremih,0,0,0,0,,
no role modelz,j. cole,0,0,0,0,34.0,6551286.0
again,fetty wap,0,0,0,0,10.0,1441425.0
big rings,drake and future,0,0,0,0,13.0,1094235.0
country nation,brad paisley,0,0,0,0,38.0,8994.0
back up,dej loaf featuring big sean,0,0,0,0,24.0,868214.0
jam,"kevin gates featuring trey songz, ty dolla $ign and jamie foxx",0,0,0,0,,
alive,sia,0,0,0,0,10.0,283069.0
play no games,big sean featuring chris brown and ty dolla $ign,0,0,0,0,,
i got the boy,jana kramer,0,0,0,0,15.0,29946.0
mr misunderstood,eric church,0,0,0,0,17.0,65025.0
focus,ariana grande,0,0,0,0,8.0,609221.0
gonna know we were here,jason aldean,0,0,0,0,1.0,6061.0
emperor's new clothes,panic! at the disco,0,0,0,0,20.0,710760.0
bottom of the bottle,curren$y featuring august alsina and lil wayne,0,0,0,0,8.0,134348.0
locked away,r. city featuring adam levine,0,0,0,0,16.0,698562.0
i'll show you,justin bieber,0,0,0,0,6.0,559120.0
new americana,halsey,0,0,0,0,13.0,651263.0
death of a bachelor,panic! at the disco,0,0,0,0,8.0,799994.0
lay it all on me,rudimental featuring ed sheeran,0,0,0,0,,
right hand,drake,0,0,0,0,9.0,1499380.0
come get her,rae sremmurd,0,0,0,0,12.0,676204.0
lean and dabb,ilovememphis,0,0,0,0,10.0,208682.0
ginza,j balvin,0,0,0,0,1.0,138876.0
trap queen,fetty wap,0,0,0,0,22.0,7660703.0
lazarus,david bowie,0,0,0,0,12.0,549342.0
space oddity,david bowie,0,0,0,0,25.0,1665857.0
under pressure,queen and david bowie,0,0,0,0,0.0,44378.0
blackstar,david bowie,0,0,0,0,,
used to love you,gwen stefani,0,0,0,0,8.0,129941.0
gonna,blake shelton,0,0,0,0,4.0,
rgf island,fetty wap,0,0,0,0,4.0,639863.0
blase,ty dolla $ign featuring future and rae sremmurd,0,0,0,0,,
where ya at,future featuring drake,0,0,0,0,,
where are u now,skrillex and diplo with justin bieber,0,0,0,0,,
downtown,"macklemore and ryan lewis featuring eric nally, melle mel, kool moe dee and grandmaster caz",0,0,0,0,,
top of the world,tim mcgraw,0,0,0,0,2.0,33663.0
smoke break,carrie underwood,0,0,0,0,2.0,44156.0
hit the quan,ilovememphis,0,0,0,0,12.0,1432621.0
burning house,cam,0,0,0,0,6.0,880913.0
purpose,justin bieber,0,0,0,0,10.0,522247.0
liquor,chris brown,0,0,0,0,2.0,309571.0
stick talk,future,0,0,0,0,19.0,853779.0
the feeling,justin bieber featuring halsey,0,0,0,0,8.0,364102.0
zero,chris brown,0,0,0,0,3.0,477763.0
jugg,fetty wap featuring monty,0,0,0,0,9.0,333838.0
hallelujah,lindsey stirling,0,0,0,0,1.0,
little more,chris brown,0,0,0,0,3.0,158799.0
mary did you know,jordan smith,0,0,0,0,0.0,
good for you,selena gomez featuring a$ap rocky,0,0,0,0,19.0,829207.0
cheerleader,omi,0,0,0,0,10.0,655688.0
drag me down,one direction,0,0,0,0,3.0,977159.0
burning house,emily ann roberts,0,0,0,0,0.0,
climb every mountain,jordan smith,0,0,0,0,1.0,
back to back,drake,0,0,0,0,23.0,5267799.0
nothin' like you,dan + shay,0,0,0,0,2.0,26862.0
strip it down,luke bryan,0,0,0,0,20.0,68339.0
god only knows,jordan smith and adam levine,0,0,0,0,,
somebody to love,jordan smith,0,0,0,0,0.0,
renegades,x ambassadors,0,0,0,0,5.0,261457.0
mark my words,justin bieber,0,0,0,0,3.0,519719.0
already callin' you mine,parmalee,0,0,0,0,1.0,
random,g-eazy,0,0,0,0,26.0,425770.0
no pressure,justin bieber featuring big sean,0,0,0,0,16.0,361457.0
sorry,rick ross featuring chris brown,0,0,0,0,,
drifting,g-eazy featuring chris brown and tory lanez,0,0,0,0,,
my way,fetty wap featuring monty,0,0,0,0,15.0,2302324.0
i'm comin' over,chris young,0,0,0,0,16.0,122526.0
photograph,ed sheeran,0,0,0,0,15.0,3945690.0
how deep is your love,calvin harris and disciples,0,0,0,0,,
hallelujah,jordan smith,0,0,0,0,1.0,
no sense,justin bieber featuring travi$ scott,0,0,0,0,10.0,375878.0
i'd just love to lay you down,barrett baber,0,0,0,0,,
daddy,psy featuring cl,0,0,0,0,,
girls just want to have fun,madi davis,0,0,0,0,,
let me see ya girl,cole swindell,0,0,0,0,1.0,6034.0
remedy,adele,0,0,0,0,4.0,231804.0
life is worth living,justin bieber,0,0,0,0,14.0,230822.0
love myself,hailee steinfeld,0,0,0,0,7.0,340276.0
rich ex,future,0,0,0,0,,
great is thy faithfulness,jordan smith,0,0,0,0,1.0,
break up with him,old dominion,0,0,0,0,4.0,30682.0
children,justin bieber,0,0,0,0,5.0,102455.0
been you,justin bieber,0,0,0,0,4.0,151414.0
if i could fly,one direction,0,0,0,0,9.0,637186.0
olivia,one direction,0,0,0,0,8.0,411962.0
we are,justin bieber featuring nas,0,0,0,0,13.0,151597.0
get used to it,justin bieber,0,0,0,0,11.0,120950.0
a m,one direction,0,0,0,0,6.0,353133.0
temporary fix,one direction,0,0,0,0,1.0,281327.0
trust,justin bieber,0,0,0,0,5.0,114199.0
never enough,one direction,0,0,0,0,2.0,178692.0
shut up and dance,walk the moon,0,0,0,0,11.0,1036016.0
thinking out loud,ed sheeran,0,0,0,0,14.0,2325423.0
fight song,rachel platten,0,0,0,0,8.0,841864.0
writing's on the wall,sam smith,0,0,0,0,6.0,858614.0
anything goes,florida georgia line,0,0,0,0,3.0,31106.0
cool for the summer,demi lovato,0,0,0,0,10.0,249243.0
comfortable,k camp,0,0,0,0,7.0,454077.0
save it for a rainy day,kenny chesney,0,0,0,0,1.0,18210.0
diamonds dancing,drake and future,0,0,0,0,,
traveller,chris stapleton,0,0,0,0,9.0,65503.0
halo,jordan smith,0,0,0,0,0.0,
hold my hand,jess glynne,0,0,0,0,8.0,738785.0
levels,nick jonas,0,0,0,0,5.0,60242.0
want to want me,jason derulo,0,0,0,0,10.0,231886.0
all eyes on you,meek mill featuring chris brown and nicki minaj,0,0,0,0,,
scholarships,drake and future,0,0,0,0,19.0,1083108.0
digital dash,drake and future,0,0,0,0,,
sugar,maroon 5,0,0,0,0,13.0,1821191.0
marvin gaye,charlie puth featuring meghan trainor,0,0,0,0,11.0,653496.0
home,one direction,0,0,0,0,4.0,229034.0
used to love you sober,kane brown,0,0,0,0,0.0,15158.0
gonna wanna tonight,chase rice,0,0,0,0,0.0,7584.0
nothing but trouble,lil wayne and charlie puth,0,0,0,0,0.0,
powerful,major lazer featuring ellie goulding and tarrus riley,0,0,0,0,,
100,the game featuring drake,0,0,0,0,,
flex,rich homie quan,0,0,0,0,16.0,1214170.0
worth it,fifth harmony featuring kid ink,0,0,0,0,11.0,400202.0
lose my mind,brett eldredge,0,0,0,0,7.0,13900.0
this could be us,rae sremmurd,0,0,0,0,15.0,825493.0
john cougar john deere john 3 16,keith urban,0,0,0,0,23.0,112101.0
live from the gutter,drake and future,0,0,0,0,,
i'm the plug,drake and future,0,0,0,0,23.0,591153.0
can't sleep love,pentatonix,0,0,0,0,3.0,73617.0
earned it,the weeknd,0,0,0,0,10.0,1783193.0
bad blood,taylor swift featuring kendrick lamar,0,0,0,0,,
el perdon,nicky jam and enrique iglesias,0,0,0,0,,
house party,sam hunt,0,0,0,0,2.0,34569.0
fly,maddie and tae,0,0,0,0,,
change locations,drake and future,0,0,0,0,,
love me,the 1975,0,0,0,0,9.0,373038.0
uma thurman,fall out boy,0,0,0,0,13.0,640543.0
planez,jeremih featuring j. cole,0,0,0,0,23.0,2623006.0
buy me a boat,chris janson,0,0,0,0,19.0,78677.0
plastic bag,drake and future,0,0,0,0,11.0,539834.0
jersey,future,0,0,0,0,14.0,683649.0
cecilia and the satellite,andrew mcmahon in the wilderness,0,0,0,0,10.0,84410.0
ghost town,adam lambert,0,0,0,0,9.0,104421.0
hold each other,a great big world featuring futuristic,0,0,0,0,1.0,40594.0
infinity,one direction,0,0,0,0,9.0,464735.0
black magic,little mix,0,0,0,0,4.0,367947.0
30 for 30 freestyle,drake,0,0,0,0,31.0,976778.0
kick the dust up,luke bryan,0,0,0,0,15.0,41439.0
classic man,jidenna featuring roman gianarthur,0,0,0,0,,
honey i'm good,andy grammer,0,0,0,0,9.0,344199.0
crash and burn,thomas rhett,0,0,0,0,8.0,36315.0
runnin',naughty boy featuring beyonce and arrow benjamin,0,0,0,0,,
i don't like it i love it,flo rida featuring robin thicke and verdine white,0,0,0,0,13.0,110433.0
alright,kendrick lamar,0,0,0,0,30.0,4677235.0
r i c o,meek mill featuring drake,0,0,0,0,,
post to be,omarion featuring chris brown and jhene aiko,0,0,0,0,1.0,6159.0
tell your friends,the weeknd,0,0,0,0,25.0,1599559.0
hell of a night,dustin lynch,0,0,0,0,2.0,8560.0
she's kinda hot,5 seconds of summer,0,1,0,0,10.0,228491.0
about you,trey songz,0,0,0,0,1.0,126177.0
real life,jake owen,0,0,0,0,6.0,8522.0
should've been us,tori kelly,0,0,0,0,9.0,71372.0
firestone,kygo featuring conrad,0,0,0,0,8.0,335899.0
loving you easy,zac brown band,0,0,0,0,9.0,18321.0
prisoner,the weeknd featuring lana del rey,0,0,0,0,,
dark times,the weeknd featuring ed sheeran,0,0,0,0,7.0,848849.0
beautiful now,zedd featuring jon bellion,0,0,0,0,10.0,150817.0
real life,the weeknd,0,0,0,0,8.0,781456.0
rotten to the core,"dove cameron, cameron boyce, booboo stewart and sofia carson",0,0,0,0,,
burn slow,wiz khalifa featuring rae sremmurd,0,0,0,0,,
do it again,pia mia featuring chris brown and tyga,0,0,0,0,,
one man can change the world,big sean featuring kanye west and john legend,0,0,0,0,23.0,1234058.0
cheyenne,jason derulo,0,0,0,0,5.0,48217.0
omen,disclosure featuring sam smith,0,0,0,0,,
shameless,the weeknd,0,0,0,0,5.0,1065430.0
the night is still young,nicki minaj,0,0,0,0,11.0,251941.0
hey mama,"david guetta featuring nicki minaj, bebe rexha and afrojack",0,0,0,0,,
roots,imagine dragons,0,0,0,0,7.0,101252.0
losers,the weeknd featuring labrinth,0,0,0,0,,
young and crazy,frankie ballard,0,0,0,0,1.0,
jet black heart,5 seconds of summer,0,1,0,0,8.0,250242.0
b better have my money,rihanna,0,0,0,0,1.0,
love me like you do,ellie goulding,0,0,0,0,9.0,1197214.0
nasty freestyle,t-wayne,0,0,0,0,23.0,2527364.0
straight outta compton,n.w.a,0,0,0,0,39.0,1801521.0
boyz-n-the hood,eazy-e,0,0,0,0,21.0,988237.0
be real,kid ink featuring dej loaf,0,0,0,0,18.0,281488.0
sangria,blake shelton,0,0,0,0,7.0,54018.0
kiss you in the morning,michael ray,0,0,0,0,12.0,8295.0
one hell of an amen,brantley gilbert,0,0,0,0,5.0,10284.0
high by the beach,lana del rey,0,0,0,0,13.0,923607.0
i'm to blame,kip moore,0,0,0,0,12.0,11493.0
talking body,tove lo,0,0,0,0,10.0,343517.0
like a wrecking ball,eric church,0,0,0,0,5.0,42490.0
wet dreamz,j. cole,0,0,0,0,18.0,3806775.0
tonight looks good on you,jason aldean,0,0,0,0,2.0,7344.0
fun,pitbull featuring chris brown,0,0,0,0,,
how many times,"dj khaled featuring chris brown, lil wayne and big sean",0,0,0,0,,
fly away,5 seconds of summer,0,1,0,0,4.0,68199.0
you know you like it,dj snake and alunageorge,0,0,0,0,8.0,148231.0
if only,dove cameron,0,0,0,0,18.0,576476.0
commas,future,0,0,0,0,,
100 grandkids,mac miller,0,0,0,0,40.0,420245.0
take your time,sam hunt,0,0,0,0,24.0,276336.0
slow motion,trey songz,0,0,0,0,2.0,238064.0
charged up,drake,0,0,0,0,25.0,1552954.0
love you like that,canaan smith,0,0,0,0,2.0,18155.0
this summer's gonna hurt,maroon 5,0,0,0,0,10.0,88111.0
crushin' it,brad paisley,0,0,0,0,4.0,8824.0
the matrimony,wale featuring usher,0,0,0,0,6.0,973925.0
good thing,sage the gemini featuring nick jonas,0,0,0,0,1.0,62793.0
girl crush,little big town,0,0,0,0,10.0,261512.0
elastic heart,sia,0,0,0,0,13.0,618551.0
shake it off,taylor swift,0,0,0,0,10.0,1415481.0
no sleeep,janet featuring j. cole,0,0,0,0,21.0,161579.0
fire n gold,bea miller,0,0,0,0,2.0,46505.0
love me like you mean it,kelsea ballerini,0,0,0,0,1.0,16583.0
bright,echosmith,0,0,0,0,8.0,102013.0
kings never die,eminem featuring gwen stefani,0,0,0,0,46.0,767204.0
yoga,janelle monae and jidenna,1,0,0,0,24.0,245920.0
back it up,prince royce featuring jennifer lopez and pitbull,0,0,0,0,,
like i can,sam smith,0,0,0,0,6.0,266422.0
baby be my love song,easton corbin,0,0,0,0,2.0,
sippin' on fire,florida georgia line,0,0,0,0,0.0,11890.0
blow a bag,future,0,0,0,0,10.0,357742.0
tear in my heart,twenty one pilots,0,0,0,0,11.0,1081208.0
dance like we're making love,ciara,0,0,0,0,2.0,46262.0
somebody,natalie la rose featuring jeremih,0,0,0,0,8.0,599876.0
style,taylor swift,0,0,0,0,17.0,2022398.0
don't it,billy currington,0,0,0,0,14.0,8039.0
little toy guns,carrie underwood,0,0,0,0,17.0,23680.0
i really like you,carly rae jepsen,0,0,0,0,5.0,183583.0
lord knows,meek mill,0,0,0,0,32.0,577228.0
jump out the face,meek mill featuring future,0,0,0,0,15.0,378090.0
hood go crazy,tech n9ne featuring 2 chainz and b.o.b,0,0,0,0,21.0,242573.0
g d f r,flo rida featuring sage the gemini and lookas,0,0,0,0,,
love is your name,steven tyler,0,0,0,0,2.0,
bad for you,meek mill featuring nicki minaj,0,0,0,0,11.0,483778.0
diamond rings and old barstools,tim mcgraw with catherine dunn,0,0,0,0,,
smoke,a thousand horses,0,0,0,0,2.0,9821.0
brother,needtobreathe featuring gavin degraw,0,0,0,0,6.0,95803.0
budapest,george ezra,0,0,0,0,4.0,686526.0
blank space,taylor swift,0,0,0,0,20.0,2144879.0
coffee,miguel,0,0,0,0,19.0,682072.0
know yourself,drake,0,0,0,0,56.0,5381827.0
flashlight,jessie j,0,0,0,0,4.0,509953.0
dear future husband,meghan trainor,0,0,0,0,11.0,703968.0
one last time,ariana grande,0,0,0,0,1.0,2066113.0
energy,drake,0,0,0,0,34.0,2919945.0
wild child,kenny chesney with grace potter,0,0,0,0,3.0,32398.0
i need your love,"shaggy featuring mohombi, faydee, costi",0,0,0,0,,
b i'm madonna,madonna featuring nicki minaj,0,0,0,0,,
pretty girls,britney spears and iggy azalea,0,0,0,0,10.0,85038.0
check,young thug,0,0,0,0,25.0,1230961.0
blessings,big sean featuring drake,0,0,0,0,,
lay me down,sam smith,0,0,0,0,2.0,1538023.0
sparks,hilary duff,0,0,0,0,6.0,17694.0
believe,mumford and sons,0,0,0,0,10.0,106537.0
i don't get tired,kevin gates featuring august alsina,0,0,0,0,21.0,347406.0
flicka da wrist,chedda da connect,0,1,0,0,8.0,303434.0
nasty,bandit gang marco featuring dro,0,0,0,0,2.0,113915.0
time of our lives,pitbull and ne-yo,0,0,0,0,9.0,370452.0
chains,nick jonas,0,0,0,0,7.0,94852.0
3500,travi$ scott featuring future and 2 chainz,0,0,0,0,,
all day,"kanye west featuring theophilus london, allan kingdom and paul mccartney",0,0,0,0,,
i want you to know,zedd featuring selena gomez,0,0,0,0,7.0,112224.0
l d,a$ap rocky,0,0,0,0,,
everyday,a$ap rocky featuring rod stewart x miguel x mark ronson,0,0,0,0,,
phenomenal,eminem,0,0,0,0,37.0,695818.0
ulay oh,how i became the bomb,0,0,0,0,9.0,24275.0
truffle butter,nicki minaj featuring drake and lil wayne,0,0,0,0,20.0,2595448.0
fourfiveseconds,rihanna and kanye west and paul mccartney,0,0,0,0,1.0,
electric body,a$ap rocky featuring schoolboy q,0,0,0,0,24.0,591677.0
you changed me,jamie foxx featuring chris brown,0,0,0,0,1.0,160587.0
get low,dillon francis and dj snake,0,0,0,0,1.0,48516.0
all about that bass,meghan trainor,0,0,0,0,15.0,1250219.0
homegrown,zac brown band,0,0,0,0,7.0,45466.0
heartbeat song,kelly clarkson,0,0,0,0,9.0,57437.0
i bet,ciara,0,0,0,0,5.0,400037.0
king kunta,kendrick lamar,0,0,0,0,25.0,5134816.0
raise 'em up,keith urban featuring eric church,0,0,0,0,14.0,5313.0
please,sawyer fredericks,0,0,0,0,3.0,15663.0
feeling myself,nicki minaj featuring beyonce,0,0,0,0,,
take me to church,hozier,0,0,0,0,29.0,7181420.0
ayo,chris brown and tyga,0,0,0,0,,
old man,sawyer fredericks,0,0,0,0,,
change my mind,meghan linsey,0,0,0,0,2.0,6381.0
she don't love you,eric paslay,0,0,0,0,6.0,11405.0
games,luke bryan,0,0,0,0,1.0,5646.0
throw sum mo,rae sremmurd featuring nicki minaj and young thug,0,0,0,0,,
i'm not the only one,sam smith,0,0,0,0,4.0,1592351.0
a guy walks into a bar,tyler farr,0,0,0,0,6.0,8099.0
geronimo,sheppard,0,0,0,0,6.0,121845.0
say you do,dierks bentley,0,0,0,0,11.0,11394.0
nothing without love,nate ruess,0,0,0,0,6.0,22427.0
beautiful life,nick fradiani,0,0,0,0,12.0,
a thousand years,sawyer fredericks,0,0,0,0,,
lips are movin,meghan trainor,0,0,0,0,12.0,130793.0
ain't worth the whiskey,cole swindell,0,0,0,0,1.0,20351.0
nobody love,tori kelly,0,0,0,0,4.0,40030.0
american oxygen,rihanna,0,0,0,0,6.0,133037.0
shine on,sawyer fredericks,0,0,0,0,1.0,
10 bands,drake,0,0,0,0,21.0,1499488.0
centuries,fall out boy,0,0,0,0,20.0,663408.0
simple man,sawyer fredericks,0,0,0,0,,
infinity,mariah carey,0,0,0,0,7.0,63277.0
legend,drake,0,0,0,0,24.0,2078792.0
hallelujah,panic! at the disco,0,0,0,0,20.0,246805.0
i don't mind,usher featuring juicy j,0,0,0,0,10.0,521208.0
riptide,vance joy,0,0,0,0,11.0,2634358.0
drinking class,lee brice,0,0,0,0,2.0,16245.0
outside,calvin harris featuring ellie goulding,0,0,0,0,,
little red wagon,miranda lambert,0,0,0,0,6.0,45799.0
make it rain,koryn hawthorne,0,0,0,0,3.0,85133.0
ride out,"kid ink, tyga, wale, yg and rich homie quan",0,0,0,0,,
trouble,iggy azalea featuring jennifer hudson,0,0,0,0,,
iris,sawyer fredericks,0,0,0,0,,
only,"nicki minaj featuring drake, lil wayne and chris brown",0,0,0,0,0.0,
jealous,nick jonas,0,0,0,0,5.0,813278.0
stay with me,sam smith,0,0,0,0,6.0,3292200.0
lonely eyes,chris young,0,0,0,0,3.0,10969.0
bills,lunchmoney lewis,0,0,0,0,15.0,83249.0
prayer in c,lillywood and robin schulz,0,0,0,0,0.0,
imagine,sawyer fredericks,0,0,0,0,,
house of the rising sun,kimberly nichole,0,0,0,0,,
i don't f k with you,big sean featuring e-40,0,0,0,0,,
7 11,beyonce,1,0,0,0,14.0,862599.0
homegrown honey,darius rucker,0,0,0,0,3.0,5897.0
go hard or go home,wiz khalifa and iggy azalea,0,0,0,0,10.0,148212.0
immortals,fall out boy,0,0,0,0,15.0,665628.0
good lovin,ludacris featuring miguel,0,0,0,0,9.0,202206.0
goodbye,who is fancy,0,0,0,0,7.0,30317.0
animals,maroon 5,0,0,0,0,16.0,1013694.0
night changes,one direction,0,0,0,0,10.0,3078576.0
she knows,ne-yo featuring juicy j,0,0,0,0,15.0,175047.0
i bet my life,imagine dragons,0,0,0,0,11.0,154287.0
coco,o.t. genasis,0,0,0,0,14.0,3123992.0
apparently,j. cole,0,0,0,0,27.0,2070736.0
i see you,luke bryan,0,0,0,0,4.0,7435.0
failure,breaking benjamin,0,0,0,0,9.0,67452.0
lonely tonight,blake shelton featuring ashley monroe,0,0,0,0,21.0,19270.0
baby blue,action bronson featuring chance the rapper,0,0,0,0,31.0,1490863.0
just gettin' started,jason aldean,0,0,0,0,1.0,6758.0
make me wanna,thomas rhett,0,0,0,0,2.0,26881.0
chandelier,sia,0,0,0,0,32.0,3070041.0
no type,rae sremmurd,0,0,0,0,13.0,2931857.0
the blacker the berry,kendrick lamar,0,0,0,0,38.0,3502222.0
mean to me,brett eldredge,0,0,0,0,5.0,17021.0
fairly local,twenty one pilots,0,0,0,0,15.0,421345.0
the heart wants what it wants,selena gomez,0,0,0,0,9.0,802226.0
you're so beautiful,empire cast featuring jussie smollett and yazz,0,0,0,0,,
wesley's theory,kendrick lamar featuring george clinton and thundercat,0,0,0,0,,
i lived,onerepublic,0,0,0,0,11.0,234341.0
these walls,"kendrick lamar featuring bilal, anna wise and thundercat",0,0,0,0,,
institutionalized,"kendrick lamar featuring bilal, anna wise and snoop dogg",0,0,0,0,,
the hanging tree,james newton howard featuring jennifer lawrence,0,0,0,0,16.0,612030.0
ghost,ella henderson,0,0,0,0,5.0,155452.0
masterpiece,jessie j,0,0,0,0,9.0,94561.0
conqueror,empire cast featuring estelle and jussie smollett,0,0,0,0,,
what we ain't got,jake owen,0,0,0,0,6.0,
love me harder,ariana grande and the weeknd,0,0,0,0,,
sun daze,florida georgia line,0,0,0,0,10.0,29106.0
like a cowboy,randy houser,0,0,0,0,1.0,
talladega,eric church,0,0,0,0,26.0,29491.0
adore,cashmere cat featuring ariana grande,0,0,0,0,,
monster,meek mill,0,0,0,0,34.0,340035.0
sledgehammer,fifth harmony,0,0,0,0,1.0,108240.0
try me,dej loaf,0,0,0,0,32.0,1367160.0
not for long,b.o.b featuring trey songz,0,0,0,0,10.0,108253.0
glory,common and john legend,0,0,0,0,35.0,357502.0
bang bang,"jessie j, ariana grande and nicki minaj",0,0,0,0,,
first kiss,kid rock,0,0,0,0,1.0,6952.0
often,the weeknd,0,0,0,0,15.0,2705067.0
all your fault,big sean featuring kanye west,0,0,0,0,37.0,729834.0
you are in love,taylor swift,0,0,0,0,15.0,496162.0
stuck on a feeling,prince royce featuring snoop dogg,0,0,0,0,7.0,17065.0
only one,kanye west featuring paul mccartney,0,0,0,0,,
paradise,big sean,0,0,0,0,6.0,74410.0
no tellin',drake,0,0,0,0,75.0,1068486.0
tuesday,i love makonnen featuring drake,0,0,0,0,,
habits,tove lo,0,0,0,0,10.0,1657717.0
wonderland,taylor swift,0,0,0,0,17.0,719083.0
preach,drake featuring partynextdoor,0,0,0,0,,
6 god,drake,0,0,0,0,19.0,1612702.0
used to,drake featuring lil wayne,0,0,0,0,2.0,34181.0
take it on back,chase bryant,0,0,0,0,9.0,
what kind of man,florence + the machine,0,0,0,0,9.0,160220.0
shots,imagine dragons,0,0,0,0,14.0,160800.0
the body,wale featuring jeremih,0,0,0,0,,
now and forever,drake,0,0,0,0,12.0,843632.0
6 man,drake,0,0,0,0,20.0,1110861.0
don't,ed sheeran,0,0,0,0,18.0,1389322.0
heroes,alesso featuring tove lo,0,0,0,0,,
something in the water,carrie underwood,0,0,0,0,11.0,47882.0
shotgun rider,tim mcgraw,0,0,0,0,3.0,44859.0
where you belong,the weeknd,0,0,0,0,6.0,185418.0
i put a spell on you,annie lennox,0,0,0,0,2.0,69283.0
keep your money,empire cast featuring jussie smollett,0,0,0,0,6.0,60604.0
work it,"missy ""misdemeanor"" elliott",0,0,0,0,29.0,1526773.0
get ur freak on,"missy ""misdemeanor"" elliott",0,0,0,0,14.0,238348.0
waves,mr. probz,0,0,0,0,13.0,1142089.0
body language,kid ink featuring usher and tinashe,0,0,0,0,11.0,103593.0
beg for it,iggy azalea featuring m0,0,0,0,0,,
l a love,fergie,0,0,0,0,,
a little too much,shawn mendes,0,0,0,0,1.0,97471.0
god made girls,raelynn,0,0,0,0,9.0,24656.0
hotel,kid ink featuring chris brown,0,0,0,0,,
flawless,beyonce featuring nicki minaj or chimamanda ngozi adichie,0,0,0,0,,
