song_base,artist_canon,artist_name_has_spanish_char,artist_name_has_spanish_word,title_has_en_vivo,title_has_con_feat,genius_annotation_count,genius_pageviews
the man who loves you the most,zac brown band,0,0,0,0,0.0,7031.0
my oh my,camila cabello featuring dababy,0,0,0,0,7.0,730061.0
dance monkey,tones and i,0,0,0,0,2.0,2428226.0
out west,jackboys featuring young thug,0,0,0,0,6.0,835483.0
sour candy,lady gaga and blackpink,0,0,0,0,,
turks,"nav, gunna and travis scott",0,0,0,0,,
cooler than a bitch,gunna featuring roddy ricch,0,0,0,0,3.0,131236.0
that way,lil uzi vert,0,0,0,0,16.0,631299.0
hard days,brantley gilbert,0,0,0,0,1.0,9508.0
catch,brett young,0,0,0,0,1.0,23603.0
trillionaire,future featuring youngboy never broke again,0,0,0,0,,
worldwide beautiful,kane brown,0,0,0,0,3.0,16500.0
stupid love,lady gaga,0,0,0,0,8.0,252077.0
tkn,rosalia and travis scott,0,0,0,0,,
godzilla,eminem featuring juice wrld,0,0,0,0,,
t d,"lil yachty and tierra whack featuring a$ap rocky and tyler, the creator",0,0,0,0,,
alice,lady gaga,0,0,0,0,5.0,274191.0
hasta que dios diga,anuel aa and bad bunny,0,0,0,0,,
lose somebody,kygo and onerepublic,0,0,0,0,5.0,128624.0
sigues con el,arcangel x sech,0,0,0,0,,
solitaires,future featuring travis scott,0,0,0,0,,
ritmo,black eyed peas x j balvin,0,0,0,0,,
sum 2 prove,lil baby,0,0,0,0,27.0,731305.0
top floor,gunna featuring travis scott,0,0,0,0,,
wunna,gunna,0,0,0,0,16.0,776443.0
blindfold,gunna featuring lil baby,0,0,0,0,,
skybox,gunna,0,0,0,0,8.0,168174.0
argentina,gunna,0,0,0,0,4.0,103582.0
met gala,gunna,0,0,0,0,5.0,188509.0
daechwita,agust d,0,0,0,0,14.0,150980.0
nasty girl on camera,gunna,0,0,0,0,8.0,129919.0
motw,gunna,0,0,0,0,6.0,85180.0
gimmick,gunna,0,0,0,0,4.0,46512.0
go stupid,polo g featuring nle choppa and stunna 4 vegas,0,0,0,0,,
be something,polo g featuring lil baby,0,0,0,0,11.0,309981.0
feigning,gunna,0,0,0,0,4.0,47661.0
someone you loved,lewis capaldi,0,0,0,0,12.0,3916802.0
ballin',mustard and roddy ricch,0,0,0,0,,
trapped in the sun,future,0,0,0,0,4.0,90761.0
all bad,future featuring lil uzi vert,0,0,0,0,,
hard to choose one,future,0,0,0,0,3.0,133964.0
ridin strikers,future,0,0,0,0,13.0,121355.0
hitek tek,future,0,0,0,0,4.0,68247.0
too comfortable,future,0,0,0,0,9.0,208956.0
posted with demons,future,0,0,0,0,6.0,94745.0
touch the sky,future,0,0,0,0,11.0,62415.0
one of my,future,0,0,0,0,8.0,62850.0
harlem shake,future featuring young thug,0,0,0,0,3.0,51971.0
pain 1993,drake featuring playboi carti,0,0,0,0,,
don't believe the hype,polo g,0,0,0,0,8.0,112945.0
beautiful pain,polo g,0,0,0,0,4.0,181276.0
33,polo g,0,0,0,0,9.0,188886.0
i know,polo g,0,0,0,0,17.0,529419.0
me vs me,moneybagg yo,0,0,0,0,7.0,155224.0
heart on ice,rod wave,0,0,0,0,7.0,752624.0
can i,kehlani featuring tory lanez,0,0,0,0,,
zoo york,lil tjay featuring fivio foreign and pop smoke,0,0,0,0,,
toxic,kehlani,0,0,0,0,3.0,388335.0
i'm ready,sam smith and demi lovato,0,0,0,0,,
more hearts than mine,ingrid andress,0,0,0,0,12.0,66869.0
i love me,demi lovato,0,0,0,0,9.0,296729.0
d4l,"future, drake and young thug",0,0,0,0,,
change your life,kehlani featuring jhene aiko,0,0,0,0,2.0,177323.0
desires,drake featuring future,0,0,0,0,,
jump,dababy featuring youngboy never broke again,0,0,0,0,,
six feet apart,luke combs,0,0,0,0,10.0,24877.0
viral moment,lil durk,0,0,0,0,3.0,156851.0
homemade,jake owen,0,0,0,0,0.0,7794.0
time flies,drake,0,0,0,0,8.0,558047.0
slow dance in a parking lot,jordan davis,0,0,0,0,0.0,15554.0
you should be sad,halsey,0,0,0,0,7.0,908840.0
demons,drake featuring fivio foreign and sosa geek,0,0,0,0,,
not you too,drake featuring chris brown,0,0,0,0,7.0,500546.0
deep pockets,drake,0,0,0,0,21.0,272628.0
when to say when,drake,0,0,0,0,30.0,705121.0
landed,drake,0,0,0,0,11.0,249619.0
from florida with love,drake,0,0,0,0,9.0,313174.0
losses,drake,0,0,0,0,20.0,447092.0
war,drake,0,0,0,0,25.0,1513058.0
social distancing,lil baby,0,0,0,0,3.0,130467.0
slide,h.e.r. featuring yg,0,0,0,0,17.0,322737.0
low down,lil baby,0,0,0,0,26.0,210381.0
humble,lil baby,0,0,0,0,12.0,185200.0
heatin up,lil baby and gunna,0,0,0,0,29.0,317598.0
come thru,summer walker and usher,0,0,0,0,4.0,395756.0
find my way,dababy,0,0,0,0,4.0,199672.0
roxanne,arizona zervas,0,0,0,0,5.0,948701.0
heartless,the weeknd,0,0,0,0,17.0,2527080.0
highest in the room,travis scott,0,0,0,0,16.0,2593731.0
10 000 hours,dan + shay and justin bieber,0,0,0,0,,
goosebumps,travis scott,0,0,0,0,19.0,5664510.0
sasuke,lil uzi vert,0,0,0,0,16.0,293875.0
ain't easy,youngboy never broke again,0,0,0,0,1.0,49509.0
diamonds,youngboy never broke again,0,0,0,0,16.0,74072.0
myron,lil uzi vert,0,0,0,0,22.0,1097864.0
captain hook,megan thee stallion,0,0,0,0,21.0,528805.0
bout my business,youngboy never broke again featuring sherhonda gaulden,0,0,0,0,3.0,242886.0
rough ryder,youngboy never broke again,0,0,0,0,0.0,62859.0
underdog,alicia keys,0,0,0,0,9.0,139644.0
nasty,dababy featuring ashanti and megan thee stallion,0,0,0,0,,
ptsd,"g herbo featuring chance the rapper, juice wrld and lil uzi vert",0,0,0,0,,
thug of spades,youngboy never broke again featuring dababy,0,0,0,0,2.0,30024.0
safaera,"bad bunny, jowell and randy and nengo flow",0,0,0,0,,
meh,playboi carti,0,0,0,0,17.0,264273.0
bop,dababy,0,0,0,0,10.0,673522.0
pick up,dababy featuring quavo,0,0,0,0,7.0,82085.0
no guidance,chris brown featuring drake,0,0,0,0,,
lightskin sh t,dababy featuring future and jetsonmade,0,0,0,0,,
best on earth,russ and bia,0,0,0,0,4.0,348010.0
can't stop,dababy,0,0,0,0,9.0,49771.0
blame it on baby,dababy,0,0,0,0,14.0,114914.0
sad shit,dababy,0,0,0,0,8.0,93629.0
tusa,karol g and nicki minaj,0,0,0,0,,
drop,dababy featuring a boogie wit da hoodie and london on da track,0,0,0,0,,
talk about it,dababy,0,0,0,0,14.0,44370.0
champion,dababy,0,0,0,0,7.0,36730.0
i dare you,kelly clarkson,0,0,0,0,1.0,31189.0
broke in a minute,tory lanez,0,0,0,0,17.0,169856.0
suicidal,ynw melly and juice wrld,0,0,0,0,8.0,846357.0
stupid again,tory lanez,0,0,0,0,11.0,110742.0
boyfriend,selena gomez,0,0,0,0,3.0,260318.0
the other side,sza x justin timberlake,0,0,0,0,,
what she wants tonight,luke bryan,0,0,0,0,1.0,84578.0
dnd,polo g,0,0,0,0,17.0,129138.0
ridin' roads,dustin lynch,0,0,0,0,2.0,29944.0
the man,taylor swift,0,0,0,0,14.0,1149583.0
oprah's bank account,"lil yachty, drake and dababy",0,0,0,0,,
p2,lil uzi vert,0,0,0,0,14.0,988015.0
yummy,justin bieber,0,0,0,0,7.0,2101451.0
b i t c h,megan thee stallion,0,0,0,0,19.0,458106.0
boss bitch,doja cat,0,0,0,0,22.0,631822.0
homesick,kane brown,0,0,0,0,1.0,137754.0
fuck the world,rod wave,0,0,0,0,3.0,123172.0
pray 4 love,rod wave,0,0,0,0,4.0,117377.0
thief in the night,rod wave,0,0,0,0,1.0,107889.0
tycoon,future,0,0,0,0,5.0,82160.0
i remember,rod wave,0,0,0,0,2.0,75113.0
the greatest,rod wave,0,0,0,0,6.0,146451.0
ribbon in the sky,rod wave,0,0,0,0,3.0,105208.0
last time i say sorry,kane brown and john legend,0,0,0,0,0.0,10788.0
after hours,the weeknd,0,0,0,0,15.0,2326805.0
thug life,rod wave,0,0,0,0,9.0,41829.0
what a man gotta do,jonas brothers,0,0,0,0,2.0,217466.0
no weakness,rod wave,0,0,0,0,1.0,65715.0
woah,lil baby,0,0,0,0,12.0,695157.0
loyal,partynextdoor featuring drake,0,0,0,0,,
know your worth,khalid x disclosure,0,0,0,0,,
physical,dua lipa,0,0,0,0,9.0,565624.0
make no sense,youngboy never broke again,0,0,0,0,5.0,468499.0
la dificil,bad bunny,0,0,0,0,6.0,331655.0
si veo a tu mama,bad bunny,0,0,0,0,1.0,608796.0
vete,bad bunny,0,0,0,0,4.0,504240.0
baby pluto,lil uzi vert,0,0,0,0,29.0,627527.0
into the unknown,idina menzel and aurora,0,0,0,0,14.0,713958.0
alone again,the weeknd,0,0,0,0,7.0,887238.0
scared to live,the weeknd,0,0,0,0,9.0,763876.0
hardest to love,the weeknd,0,0,0,0,10.0,757793.0
too late,the weeknd,0,0,0,0,9.0,704530.0
snowchild,the weeknd,0,0,0,0,28.0,1037866.0
escape from la,the weeknd,0,0,0,0,17.0,1004450.0
faith,the weeknd,0,0,0,0,17.0,1166898.0
lose you to love me,selena gomez,0,0,0,0,5.0,3063540.0
homecoming queen,kelsea ballerini,0,0,0,0,9.0,49827.0
repeat after me,the weeknd,0,0,0,0,2.0,421731.0
until i bleed out,the weeknd,0,0,0,0,7.0,477995.0
to die for,sam smith,0,0,0,0,12.0,415352.0
bean,lil uzi vert featuring chief keef,0,0,0,0,,
lo mein,lil uzi vert,0,0,0,0,30.0,559324.0
yessirskiii,lil uzi vert and 21 savage,0,0,0,0,11.0,331421.0
the other girl,kelsea ballerini x halsey,0,0,0,0,,
good as hell,lizzo,0,0,0,0,5.0,651651.0
lotus,lil uzi vert,0,0,0,0,22.0,247780.0
silly watch,lil uzi vert,0,0,0,0,17.0,416539.0
wassup,lil uzi vert featuring future,0,0,0,0,25.0,115962.0
strawberry peels,lil uzi vert featuring young thug and gunna,0,0,0,0,12.0,227015.0
moon relate,lil uzi vert,0,0,0,0,18.0,234419.0
i can show you,lil uzi vert,0,0,0,0,17.0,94259.0
we back,jason aldean,0,0,0,0,2.0,7250.0
trap this way,lil uzi vert,0,0,0,0,5.0,162183.0
i wish grandpas never died,riley green,0,0,0,0,10.0,425454.0
leaders,lil uzi vert featuring nav,0,0,0,0,15.0,197734.0
no auto,lil uzi vert featuring lil durk,0,0,0,0,6.0,112802.0
homecoming,lil uzi vert,0,0,0,0,17.0,344192.0
come this way,lil uzi vert,0,0,0,0,14.0,195303.0
got the guap,lil uzi vert featuring young thug,0,0,0,0,4.0,91761.0
money spread,lil uzi vert featuring young nudy,0,0,0,0,11.0,120834.0
cardigan,don toliver,0,0,0,0,4.0,267928.0
futsal shuffle 2020,lil uzi vert,0,0,0,0,18.0,884342.0
prices,lil uzi vert,0,0,0,0,12.0,370191.0
pop,lil uzi vert,0,0,0,0,20.0,329704.0
bigger than life,lil uzi vert,0,0,0,0,5.0,224342.0
celebration station,lil uzi vert,0,0,0,0,7.0,195193.0
you better move,lil uzi vert,0,0,0,0,17.0,183810.0
i'm sorry,lil uzi vert,0,0,0,0,6.0,276413.0
venetia,lil uzi vert,0,0,0,0,14.0,244487.0
chrome heart tags,lil uzi vert,0,0,0,0,13.0,206750.0
bust me,lil uzi vert,0,0,0,0,10.0,148395.0
happiness over everything,jhene aiko featuring future and miguel,1,0,0,0,3.0,240949.0
commercial,lil baby featuring lil uzi vert,0,0,0,0,,
juicy,doja cat and tyga,0,0,0,0,,
secure the bag,lil uzi vert,0,0,0,0,8.0,148076.0
urgency,lil uzi vert featuring syd,0,0,0,0,4.0,116114.0
ignorantes,bad bunny and sech,0,0,0,0,,
triggered,jhene aiko,1,0,0,0,3.0,152267.0
la santa,bad bunny x daddy yankee,0,0,0,0,,
none of your concern,jhene aiko featuring big sean,1,0,0,0,1.0,775907.0
sugar,brockhampton,0,0,0,0,7.0,1047989.0
live off my closet,lil baby featuring future,0,0,0,0,13.0,119114.0
senorita,shawn mendes and camila cabello,0,0,0,0,16.0,
bad guy,billie eilish,0,0,0,0,8.0,3976460.0
kinfolks,sam hunt,0,0,0,0,5.0,43651.0
one man band,old dominion,0,0,0,0,3.0,112923.0
get ugly,lil baby,0,0,0,0,5.0,114809.0
no sucker,lil baby and moneybagg yo,0,0,0,0,5.0,145077.0
how,lil baby,0,0,0,0,14.0,259893.0
pero ya no,bad bunny,0,0,0,0,4.0,175515.0
forever,lil baby featuring lil wayne,0,0,0,0,14.0,249296.0
on,bts,0,0,0,0,8.0,432531.0
lil top,youngboy never broke again,0,0,0,0,6.0,236095.0
numbers,"a boogie wit da hoodie featuring roddy ricch, gunna and london on da track",0,0,0,0,,
same thing,lil baby,0,0,0,0,1.0,108925.0
make me want to,jimmie allen,0,0,0,0,1.0,16912.0
bichiyal,bad bunny and yaviah,0,0,0,0,2.0,205706.0
we should,lil baby and young thug,0,0,0,0,2.0,113049.0
solia,bad bunny,0,0,0,0,2.0,165498.0
no time to die,billie eilish,0,0,0,0,3.0,1899419.0
esta cabron ser yo,bad bunny x anuel aa,0,0,0,0,,
can't explain,lil baby,0,0,0,0,6.0,73693.0
trampoline,shaed,0,0,0,0,5.0,456504.0
sucker,jonas brothers,0,0,0,0,2.0,1254309.0
i don't care,ed sheeran and justin bieber,0,0,0,0,,
red eye,youngboy never broke again,0,0,0,0,6.0,144392.0
only human,jonas brothers,0,0,0,0,2.0,315818.0
fine by time,youngboy never broke again,0,0,0,0,0.0,110768.0
bad bad,youngboy never broke again,0,0,0,0,12.0,123945.0
knocked off,youngboy never broke again,0,0,0,0,2.0,40009.0
forever,justin bieber featuring post malone and clever,0,0,0,0,,
dive bar,garth brooks and blake shelton,0,0,0,0,0.0,35428.0
rip lil phat,youngboy never broke again,0,0,0,0,1.0,52336.0
toes,dababy featuring lil baby and moneybagg yo,0,0,0,0,,
my time,bts,0,0,0,0,,
long rd,youngboy never broke again,0,0,0,0,8.0,74623.0
south of the border,ed sheeran featuring camila cabello and cardi b,0,0,0,0,0.0,
filter,bts,0,0,0,0,5.0,157583.0
bat man,youngboy never broke again,0,0,0,0,6.0,27002.0
shake the room,pop smoke featuring quavo,0,0,0,0,8.0,165934.0
rare,selena gomez,0,0,0,0,10.0,341939.0
me and my guitar,a boogie wit da hoodie,0,0,0,0,5.0,326985.0
feel me,selena gomez,0,0,0,0,2.0,394104.0
truth hurts,lizzo,0,0,0,0,9.0,2332681.0
g n f,"migos, young thug and travis scott",0,0,0,0,,
bandit,juice wrld and youngboy never broke again,0,0,0,0,2.0,
might not give up,a boogie wit da hoodie featuring young thug,0,0,0,0,12.0,103618.0
thug love,a boogie wit da hoodie,0,0,0,0,4.0,105366.0
stain,a boogie wit da hoodie featuring dababy,0,0,0,0,3.0,46845.0
yikes,nicki minaj,0,0,0,0,18.0,542184.0
come around me,justin bieber,0,0,0,0,1.0,253312.0
king of my city,a boogie wit da hoodie,0,0,0,0,9.0,94591.0
cinderella story,a boogie wit da hoodie,0,0,0,0,10.0,166524.0
habitual,justin bieber,0,0,0,0,2.0,205833.0
all around me,justin bieber,0,0,0,0,1.0,149208.0
hot,young thug featuring gunna,0,0,0,0,,
even though i'm leaving,luke combs,0,0,0,0,4.0,87668.0
heartache medication,jon pardi,0,0,0,0,5.0,33755.0
i do it,lil wayne featuring big sean and lil baby,0,0,0,0,,
vibez,dababy,0,0,0,0,8.0,315642.0
run,joji,0,0,0,0,2.0,752593.0
rodeo,lil nas x and cardi b or nas,0,0,0,0,,
keii,anuel aa,0,0,0,0,8.0,67774.0
no idea,don toliver,0,0,0,0,1.0,885794.0
believe,meek mill featuring justin timberlake,0,0,0,0,,
start wit me,roddy ricch and gunna,0,0,0,0,33.0,451897.0
easy,danileigh featuring chris brown,0,0,0,0,,
no judgement,niall horan,0,0,0,0,1.0,117916.0
jerry sprunger,tory lanez and t-pain,0,0,0,0,9.0,222828.0
orange soda,baby keem,0,0,0,0,20.0,470727.0
only the young,taylor swift,0,0,0,0,15.0,239540.0
anyone,demi lovato,0,0,0,0,4.0,474828.0
mahogany,lil wayne,0,0,0,0,18.0,123202.0
letter to nipsey,meek mill featuring roddy ricch,0,0,0,0,13.0,147828.0
good news,mac miller,0,0,0,0,21.0,1445025.0
mama mia,lil wayne,0,0,0,0,39.0,150387.0
funeral,lil wayne,0,0,0,0,14.0,117128.0
nice to meet ya,meghan trainor featuring nicki minaj,0,0,0,0,19.0,211785.0
get me,justin bieber featuring kehlani,0,0,0,0,2.0,211140.0
u played,moneybagg yo featuring lil baby,0,0,0,0,8.0,161758.0
camelot,nle choppa,0,0,0,0,8.0,547045.0
panini,lil nas x,0,0,0,0,9.0,1208846.0
graveyard,halsey,0,0,0,0,2.0,539610.0
blue world,mac miller,0,0,0,0,23.0,413117.0
those kinda nights,eminem featuring ed sheeran,0,0,0,0,17.0,613747.0
darkness,eminem,0,0,0,0,45.0,999580.0
first man,camila cabello,0,0,0,0,1.0,260069.0
what if i told you that i love you,ali gatie,0,0,0,0,2.0,371519.0
unaccommodating,eminem featuring young m.a,0,0,0,0,,
you gon' learn,"eminem featuring royce da 5'9"" and white gold",0,0,0,0,,
circles,mac miller,0,0,0,0,12.0,591311.0
black swan,bts,0,0,0,0,6.0,204396.0
leaving heaven,eminem featuring skylar grey,0,0,0,0,22.0,642554.0
complicated,mac miller,0,0,0,0,7.0,263447.0
hand me downs,mac miller,0,0,0,0,5.0,563757.0
premonition,eminem,0,0,0,0,29.0,747513.0
i can see,mac miller,0,0,0,0,10.0,238050.0
in too deep,eminem,0,0,0,0,6.0,396952.0
woods,mac miller,0,0,0,0,11.0,371837.0
everybody,mac miller,0,0,0,0,3.0,233566.0
marsh,eminem,0,0,0,0,31.0,590959.0
no regrets,eminem featuring don toliver,0,0,0,0,12.0,481776.0
lock it up,eminem featuring anderson .paak,0,0,0,0,,
surf,mac miller,0,0,0,0,17.0,386773.0
stepdad,eminem,0,0,0,0,11.0,369358.0
take what you want,post malone featuring ozzy osbourne and travis scott,0,0,0,0,,
that's on me,mac miller,0,0,0,0,1.0,184075.0
on chill,wale featuring jeremih,0,0,0,0,,
talk,khalid,0,0,0,0,2.0,1013504.0
what if i never get over you,lady antebellum,0,0,0,0,4.0,50775.0
lover,taylor swift,0,0,0,0,20.0,2775796.0
playing games,summer walker,0,0,0,0,8.0,628154.0
heat,chris brown featuring gunna,0,0,0,0,,
remember you young,thomas rhett,0,0,0,0,0.0,26607.0
tip toe,roddy ricch featuring a boogie wit da hoodie,0,0,0,0,,
eleven,khalid,0,0,0,0,1.0,214692.0
all dat,moneybagg yo x megan thee stallion,0,0,0,0,,
leave em alone,"layton greene, lil baby, city girls and pnb rock",0,0,0,0,,
conversations in the dark,john legend,0,0,0,0,1.0,141091.0
protect da brand,moneybagg yo featuring dababy,0,0,0,0,2.0,28853.0
look at her now,selena gomez,0,0,0,0,4.0,905797.0
nice to meet ya,niall horan,0,0,0,0,12.0,258943.0
peta,roddy ricch featuring meek mill,0,0,0,0,15.0,168079.0
223's,ynw melly and 9lokknine,0,0,0,0,,
all i want,olivia rodrigo,0,0,0,0,15.0,1805825.0
beautiful people,ed sheeran featuring khalid,0,0,0,0,,
old town road,lil nas x featuring billy ray cyrus,0,0,0,0,,
suge,dababy,0,0,0,0,14.0,952321.0
gang gang,jackboys and sheck wes,0,0,0,0,,
had enough,don toliver featuring quavo and offset,0,0,0,0,,
enemies,post malone featuring dababy,0,0,0,0,,
20 20,lil tjay,0,0,0,0,14.0,314662.0
what to do,jackboys featuring don toliver,0,0,0,0,7.0,490294.0
ran om,lil tecca,0,0,0,0,0.0,
baby,lil baby and dababy,0,0,0,0,,
gatti,"jackboys, pop smoke and travis scott",0,0,0,0,,
slow dancing in the dark,joji,0,0,0,0,10.0,3135408.0
death,trippie redd featuring dababy,0,0,0,0,9.0,228215.0
yellow hearts,ant saunders,0,0,0,0,15.0,266006.0
let me know,juice wrld,0,0,0,0,3.0,651953.0
loco contigo,"dj snake, j. balvin and tyga",0,0,0,0,1.0,191507.0
candy,doja cat,0,0,0,0,3.0,519769.0
china,"anuel aa, daddy yankee, karol g, ozuna and j balvin",0,0,0,0,0.0,
jingle bells,frank sinatra,0,1,0,0,1.0,77223.0
like it's christmas,jonas brothers,0,0,0,0,1.0,47996.0
baby it's cold outside,dean martin,0,0,0,0,4.0,822437.0
happy xmas,john legend,0,0,0,0,0.0,
hate me,ellie goulding and juice wrld,0,0,0,0,,
baby sitter,dababy featuring offset,0,0,0,0,,
lucid dreams,juice wrld,0,0,0,0,20.0,5655681.0
falling,harry styles,0,0,0,0,12.0,1965302.0
lights up,harry styles,0,0,0,0,5.0,1056010.0
dirty iyanna,youngboy never broke again,0,0,0,0,7.0,146221.0
famous hoes,nle choppa,0,0,0,0,12.0,242696.0
cherry,harry styles,0,0,0,0,7.0,1157990.0
prayed for you,matt stell,0,0,0,0,1.0,45409.0
she,harry styles,0,0,0,0,5.0,833132.0
6 kiss,trippie redd featuring juice wrld and ynw melly,0,0,0,0,,
legends,juice wrld,0,0,0,0,7.0,1583215.0
robbery,juice wrld,0,0,0,0,23.0,1708737.0
christmas tree farm,taylor swift,0,0,0,0,7.0,151016.0
bad vibes forever,xxxtentacion featuring pnb rock and trippie redd,0,0,0,0,,
empty,juice wrld,0,0,0,0,10.0,876608.0
show yourself,idina menzel and evan rachel wood,0,0,0,0,13.0,1198141.0
we were,keith urban,0,0,0,0,2.0,11756.0
lord above,fat joe and dre featuring eminem and mary j. blige,0,0,0,0,,
big stepper,roddy ricch,0,0,0,0,11.0,164736.0
cuban links,rod wave and kevin gates,0,0,0,0,0.0,
how do you sleep,sam smith,0,0,0,0,5.0,734663.0
time,nf,0,0,0,0,9.0,583317.0
all the good girls go to hell,billie eilish,0,0,0,0,16.0,1408325.0
who needs love,trippie redd,0,0,0,0,2.0,365406.0
follow god,kanye west,0,0,0,0,15.0,1016792.0
f n,lil tjay,0,0,0,0,26.0,1285632.0
into the unknown,panic! at the disco,0,0,0,0,2.0,134278.0
la cancion,j balvin and bad bunny,0,0,0,0,,
goodbyes,post malone featuring young thug,0,0,0,0,,
one thing right,marshmello and kane brown,0,0,0,0,1.0,160108.0
love me more,trippie redd,0,0,0,0,2.0,227551.0
lalala,y2k and bbno$,0,0,0,0,,
hate me,trippie redd featuring youngboy never broke again,0,0,0,0,1.0,
reply,a boogie wit da hoodie featuring lil uzi vert,0,0,0,0,3.0,215988.0
tip of my tongue,kenny chesney,0,0,0,0,0.0,16252.0
good vibes,chris janson,0,0,0,0,0.0,9879.0
hot girl summer,"megan thee stallion, nicki minaj and ty dolla $ign",0,0,0,0,,
lonely child,youngboy never broke again,0,0,0,0,23.0,393480.0
money in the grave,drake featuring rick ross,0,0,0,0,25.0,1435866.0
dancing with a stranger,sam smith and normani,0,0,0,0,,
the take,tory lanez featuring chris brown,0,0,0,0,13.0,1602602.0
liar,camila cabello,0,0,0,0,5.0,453155.0
every little thing,russell dickerson,0,0,0,0,0.0,28841.0
i don't know about you,chris lane,0,0,0,0,2.0,115781.0
stuck in a dream,lil mosey x gunna,0,0,0,0,,
beauty in the benz,tory lanez featuring snoop dogg,0,0,0,0,5.0,67463.0
up all night,khalid,0,0,0,0,2.0,108658.0
self control,youngboy never broke again,0,0,0,0,3.0,234180.0
hot shower,chance the rapper featuring madeintyo and dababy,0,0,0,0,,
hell right,blake shelton featuring trace adkins,0,0,0,0,3.0,26270.0
my type,saweetie,0,0,0,0,4.0,530518.0
it all comes out in the wash,miranda lambert,0,0,0,0,0.0,11792.0
hot now,youngboy never broke again,0,0,0,0,1.0,263907.0
show me love,alicia keys featuring miguel,0,0,0,0,1.0,94455.0
valentino,24kgoldn,0,0,0,0,24.0,545114.0
what happens in a small town,brantley gilbert + lindsay ell,0,0,0,0,0.0,8147.0
living,dierks bentley,0,0,0,0,1.0,33357.0
somebody,"internet money, lil tecca and a boogie wit da hoodie",0,0,0,0,,
immortal,21 savage,0,0,0,0,80.0,434840.0
you need to calm down,taylor swift,0,0,0,0,13.0,1718044.0
cash shit,megan thee stallion featuring dababy,0,0,0,0,,
closed on sunday,kanye west,0,0,0,0,13.0,1000807.0
in my room,frank ocean,0,0,0,0,14.0,663650.0
love you too late,cole swindell,0,0,0,0,0.0,10593.0
for my daughter,kane brown,0,0,0,0,2.0,43063.0
selah,kanye west,0,0,0,0,18.0,848394.0
on god,kanye west,0,0,0,0,25.0,666913.0
higher love,kygo x whitney houston,0,0,0,0,,
big boy diamonds,gucci mane featuring kodak black and london on da track,0,0,0,0,,
everything we need,kanye west featuring ty dolla $ign and ant clemons,0,0,0,0,,
god is,kanye west,0,0,0,0,23.0,848286.0
use this gospel,kanye west featuring clipse and kenny g,0,0,0,0,,
every hour,kanye west featuring sunday service choir,0,0,0,0,,
water,kanye west featuring ant clemons,0,0,0,0,,
hands on,kanye west featuring fred hammond,0,0,0,0,24.0,404572.0
jesus is lord,kanye west,0,0,0,0,2.0,213210.0
intro,dababy,0,0,0,0,16.0,435438.0
don't call me angel,"ariana grande, miley cyrus and lana del rey",0,0,0,0,,
sunflower,post malone and swae lee,0,0,0,0,,
wow,post malone,0,0,0,0,15.0,1608096.0
the git up,blanco brown,0,0,0,0,7.0,258494.0
motivation,normani,0,0,0,0,1.0,296806.0
make it right,bts featuring lauv,0,0,0,0,1.0,117031.0
rich as hell,youngboy never broke again,0,0,0,0,1.0,124645.0
otro trago,"sech, darell, nicky jam, ozuna and anuel aa",0,0,0,0,,
in control,youngboy never broke again,0,0,0,0,5.0,163456.0
callaita,bad bunny and tainy,0,0,0,0,,
carter son,youngboy never broke again,0,0,0,0,3.0,120787.0
i'll kill you,summer walker featuring jhene aiko,0,0,0,0,6.0,642393.0
dhl,frank ocean,0,0,0,0,23.0,711930.0
boyfriend,ariana grande and social house,0,0,0,0,,
wish wish,dj khaled featuring cardi b and 21 savage,0,0,0,0,,
time i'm on,youngboy never broke again,0,0,0,0,1.0,85082.0
saint-tropez,post malone,0,0,0,0,20.0,484547.0
writing on the wall,"french montana featuring post malone, cardi b and rvssian",0,0,0,0,3.0,232751.0
hollywood's bleeding,post malone,0,0,0,0,7.0,1069667.0
bad bad bad,young thug featuring lil baby,0,0,0,0,17.0,370482.0
if i can't have you,shawn mendes,0,0,0,0,7.0,1081569.0
the london,"young thug, j. cole and travis scott",0,0,0,0,,
stretch you out,summer walker featuring a boogie wit da hoodie,0,0,0,0,3.0,379899.0
body,summer walker,0,0,0,0,4.0,733097.0
drunk dialing lodt,summer walker,0,0,0,0,6.0,255176.0
over it,summer walker,0,0,0,0,3.0,269607.0
southbound,carrie underwood,0,0,0,0,0.0,15632.0
raw shit,dababy featuring migos,0,0,0,0,7.0,86689.0
potential,summer walker,0,0,0,0,2.0,168693.0
right back,khalid featuring a boogie wit da hoodie,0,0,0,0,,
die for me,post malone featuring future and halsey,0,0,0,0,,
pop star,dababy featuring kevin gates,0,0,0,0,,
no me conoce,"jhay cortez, j balvin and bad bunny",0,0,0,0,,
without me,halsey,0,0,0,0,10.0,2574388.0
iphone,dababy and nicki minaj,0,0,0,0,7.0,256248.0
off the rip,dababy,0,0,0,0,15.0,135592.0
gospel,"dababy featuring chance the rapper, gucci mane and yk osiris",0,0,0,0,,
really,dababy featuring stunna 4 vegas,0,0,0,0,,
xxl,dababy,0,0,0,0,20.0,127325.0
prolly heard,dababy,0,0,0,0,6.0,50631.0
chicken noodle soup,j-hope featuring becky g.,0,0,0,0,10.0,278263.0
by my lonely,kevin gates,0,0,0,0,5.0,53862.0
on the road,post malone featuring meek mill and lil baby,0,0,0,0,,
there he go,dababy,0,0,0,0,9.0,54256.0
